Network	Bait	Prey	Bait_UniProt	Prey_UniProt	Interaction	SILAC Ratio               (Prey abundance in EGFRNetmtKRAS-Hi AP/Prey abundance in EV control AP)	Log2 (SILAC ratio)	t-test                    P value	Significance A	Is significantly rewired (relative to EGFRNetmtKRAS-Lo)?	Is interaction in Bioplex 2.0 (Huttlin et al., 2017)?	Is interaction in Rolland et al., 2014?	Is interaction in IID (Kotlyar et al. 2016)?	Is interaction in Hein et al., 2015?
EGFRNetmtKRAS-Hi	SH3GL3	RAD23B	Q99963	P54727	SH3GL3_RAD23B	1.86	0.89	2.44E-04	4.51E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SH3GL3	HDGF	Q99963	P51858	SH3GL3_HDGF	1.68	0.74	5.89E-05	1.48E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SH3GL3	TUFM	Q99963	P49411	SH3GL3_TUFM	1.51	0.60	7.35E-07	4.06E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SH3GL3	LONP1	Q99963	P36776	SH3GL3_LONP1	1.49	0.58	2.07E-07	4.62E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH3GL3	ATIC	Q99963	P31939	SH3GL3_ATIC	1.62	0.70	2.12E-04	2.09E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SH3GL3	MAT2A	Q99963	P31153	SH3GL3_MAT2A	1.58	0.66	2.04E-02	2.64E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH3GL3	CMPK1	Q99963	P30085	SH3GL3_CMPK1	1.73	0.79	2.80E-06	1.01E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SH3GL3	BLVRB	Q99963	P30043	SH3GL3_BLVRB	1.51	0.60	3.24E-04	4.07E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SH3GL3	VARS	Q99963	P26640	SH3GL3_VARS	1.52	0.61	1.64E-03	3.80E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH3GL3	HMGB2	Q99963	P26583	SH3GL3_HMGB2	1.72	0.78	4.69E-07	1.13E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SH3GL3	UBA1	Q99963	P22314	SH3GL3_UBA1	1.66	0.73	4.61E-03	1.65E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH3GL3	PAICS	Q99963	P22234	SH3GL3_PAICS	1.52	0.61	4.17E-06	3.83E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH3GL3	GART	Q99963	P22102	SH3GL3_GART	1.64	0.71	2.35E-03	1.88E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH3GL3	EEF2	Q99963	P13639	SH3GL3_EEF2	1.48	0.57	6.02E-07	4.79E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SH3GL3	G6PD	Q99963	P11413	SH3GL3_G6PD	1.60	0.68	1.53E-02	2.40E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH3GL3	PRKAR1A	Q99963	P10644	SH3GL3_PRKAR1A	2.54	1.35	3.80E-06	4.23E-05	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH3GL3	HMGB1P1	Q99963	B2RPK0	SH3GL3_HMGB1P1	1.62	0.69	3.32E-05	2.12E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH3GL3	HMGB1	Q99963	P09429	SH3GL3_HMGB1	1.62	0.69	3.32E-05	2.12E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SH3GL3	ANXA5	Q99963	P08758	SH3GL3_ANXA5	1.59	0.67	1.87E-04	2.54E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SH3GL3	ASNS	Q99963	P08243	SH3GL3_ASNS	2.17	1.12	1.03E-05	5.54E-04	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SH3GL3	S100A6	Q99963	P06703	SH3GL3_S100A6	1.62	0.70	3.50E-06	2.08E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH3GL3	PRKCB	Q99963	P05771	SH3GL3_PRKCB	5.76	2.53	1.83E-03	7.94E-14	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH3GL3	GLUD2	Q99963	P49448	SH3GL3_GLUD2	1.53	0.61	7.08E-05	3.72E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH3GL3	GLUD1	Q99963	P00367	SH3GL3_GLUD1	1.53	0.61	7.08E-05	3.72E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH3GL3	BUB3	Q99963	O43684	SH3GL3_BUB3	1.51	0.60	5.82E-05	4.02E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SH3KBP1	IVNS1ABP	Q96B97	Q9Y6Y0	SH3KBP1_IVNS1ABP	1.48	0.56	2.76E-04	4.36E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SH3KBP1	CD2AP	Q96B97	Q9Y5K6	SH3KBP1_CD2AP	11.68	3.55	9.44E-09	3.27E-27	No	Yes	No	Yes	Yes
EGFRNetmtKRAS-Hi	SH3KBP1	SH3BP1	Q96B97	Q9Y3L3	SH3KBP1_SH3BP1	11.84	3.57	8.12E-09	1.67E-27	No	Yes	No	No	No
EGFRNetmtKRAS-Hi	SH3KBP1	ASAP1	Q96B97	Q9ULH1	SH3KBP1_ASAP1	9.48	3.25	1.09E-06	4.10E-23	No	Yes	No	Yes	No
EGFRNetmtKRAS-Hi	SH3KBP1	GRPEL1	Q96B97	Q9HAV7	SH3KBP1_GRPEL1	1.52	0.61	4.22E-02	3.27E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH3KBP1	ARAP1	Q96B97	Q96P48	SH3KBP1_ARAP1	9.49	3.25	1.07E-08	3.99E-23	No	Yes	No	Yes	No
EGFRNetmtKRAS-Hi	SH3KBP1	SH3KBP1	Q96B97	Q96B97	SH3KBP1_SH3KBP1	16.73	4.06	1.31E-08	3.87E-35	No	No	Yes	Yes	No
EGFRNetmtKRAS-Hi	SH3KBP1	USP7	Q96B97	Q93009	SH3KBP1_USP7	1.47	0.55	2.03E-03	4.71E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH3KBP1	HSPH1	Q96B97	Q92598	SH3KBP1_HSPH1	1.52	0.60	7.41E-05	3.39E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SH3KBP1	ARAP3	Q96B97	Q8WWN8	SH3KBP1_ARAP3	9.34	3.22	9.52E-04	7.85E-23	No	No	No	Yes	No
EGFRNetmtKRAS-Hi	SH3KBP1	MICALL1	Q96B97	Q8N3F8	SH3KBP1_MICALL1	7.12	2.83	4.65E-03	4.84E-18	No	Yes	No	Yes	No
EGFRNetmtKRAS-Hi	SH3KBP1	RTKN2	Q96B97	Q8IZC4	SH3KBP1_RTKN2	10.10	3.34	3.32E-03	2.51E-24	No	Yes	No	No	No
EGFRNetmtKRAS-Hi	SH3KBP1	DNMBP	Q96B97	Q6XZF7	SH3KBP1_DNMBP	3.75	1.91	1.34E-03	3.80E-09	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH3KBP1	ARHGAP17	Q96B97	Q68EM7	SH3KBP1_ARHGAP17	7.19	2.85	9.54E-08	3.30E-18	No	Yes	No	Yes	No
EGFRNetmtKRAS-Hi	SH3KBP1	PFKFB3	Q96B97	Q16875	SH3KBP1_PFKFB3	1.55	0.63	1.91E-02	2.85E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SH3KBP1	PDIA6	Q96B97	Q15084	SH3KBP1_PDIA6	1.57	0.65	3.91E-02	2.45E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH3KBP1	PPP3CA	Q96B97	Q08209	SH3KBP1_PPP3CA	1.53	0.61	5.21E-03	3.24E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH3KBP1	PPP3CB	Q96B97	P16298	SH3KBP1_PPP3CB	1.53	0.61	5.21E-03	3.24E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH3KBP1	AKAP12	Q96B97	Q02952	SH3KBP1_AKAP12	1.74	0.80	3.02E-04	7.64E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SH3KBP1	SLC25A3	Q96B97	Q00325	SH3KBP1_SLC25A3	1.50	0.59	1.92E-03	3.78E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH3KBP1	CSNK2A3 	Q96B97	Q8NEV1	SH3KBP1_CSNK2A3	1.55	0.64	9.86E-03	2.70E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH3KBP1	CSNK2A1	Q96B97	P68400	SH3KBP1_CSNK2A1	1.55	0.64	9.86E-03	2.70E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH3KBP1	GRB2	Q96B97	P62993	SH3KBP1_GRB2	1.46	0.55	1.53E-03	4.92E-02	No	No	No	Yes	No
EGFRNetmtKRAS-Hi	SH3KBP1	CAPZA1	Q96B97	P52907	SH3KBP1_CAPZA1	9.69	3.28	1.86E-08	1.59E-23	No	Yes	No	Yes	No
EGFRNetmtKRAS-Hi	SH3KBP1	CAPZB	Q96B97	P47756	SH3KBP1_CAPZB	13.64	3.77	1.23E-08	1.67E-30	No	Yes	No	Yes	No
EGFRNetmtKRAS-Hi	SH3KBP1	CAPZA2	Q96B97	P47755	SH3KBP1_CAPZA2	8.59	3.10	4.98E-08	2.78E-21	No	Yes	No	Yes	Yes
EGFRNetmtKRAS-Hi	SH3KBP1	CRKL	Q96B97	P46109	SH3KBP1_CRKL	2.12	1.09	7.58E-04	4.95E-04	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH3KBP1	HSPA9	Q96B97	P38646	SH3KBP1_HSPA9	2.57	1.36	1.66E-06	1.90E-05	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH3KBP1	CBL	Q96B97	P22681	SH3KBP1_CBL	7.43	2.89	1.40E-02	9.21E-19	No	Yes	No	Yes	No
EGFRNetmtKRAS-Hi	SH3KBP1	IMPDH2	Q96B97	P12268	SH3KBP1_IMPDH2	1.98	0.98	1.15E-02	1.46E-03	Yes	No	No	Yes	No
EGFRNetmtKRAS-Hi	SH3KBP1	HSPA8	Q96B97	P11142	SH3KBP1_HSPA8	1.78	0.83	2.72E-06	5.77E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH3KBP1	HSPA5	Q96B97	P11021	SH3KBP1_HSPA5	2.32	1.21	1.74E-06	1.17E-04	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH3KBP1	HSPA1A	Q96B97	P08107	SH3KBP1_HSPA1A	1.83	0.87	6.97E-07	4.06E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH3KBP1	ASAP2	Q96B97	O43150	SH3KBP1_ASAP2	7.50	2.91	1.20E-07	6.33E-19	No	Yes	Yes	Yes	No
EGFRNetmtKRAS-Hi	SH3KBP1	SYNJ2	Q96B97	O15056	SH3KBP1_SYNJ2	4.70	2.23	4.04E-04	6.89E-12	No	Yes	No	Yes	No
EGFRNetmtKRAS-Hi	SH3KBP1	USP27X	Q96B97	A6NNY8	SH3KBP1_USP27X	11.81	3.56	5.72E-04	1.92E-27	No	Yes	No	No	No
EGFRNetmtKRAS-Hi	SHC1	ACOT9	P29353	Q9Y305	SHC1_ACOT9	1.33	0.41	7.29E-03	4.85E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	SHC1	GRPEL1	P29353	Q9HAV7	SHC1_GRPEL1	1.46	0.54	2.41E-03	1.38E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	SHC1	FAM59A	P29353	Q9H706	SHC1_FAM59A	5.75	2.52	3.88E-04	2.20E-25	No	Yes	No	Yes	No
EGFRNetmtKRAS-Hi	SHC1	AP2M1	P29353	Q96CW1	SHC1_AP2M1	10.47	3.39	1.28E-07	2.77E-44	No	No	No	Yes	No
EGFRNetmtKRAS-Hi	SHC1	USP7	P29353	Q93009	SHC1_USP7	2.13	1.09	7.76E-03	4.35E-06	No	No	No	No	No
EGFRNetmtKRAS-Hi	SHC1	USP9X	P29353	Q93008	SHC1_USP9X	6.93	2.79	3.25E-03	1.07E-30	No	No	No	Yes	No
EGFRNetmtKRAS-Hi	SHC1	ANP32B	P29353	Q92688	SHC1_ANP32B	1.33	0.42	4.57E-02	4.71E-02	No	No	No	Yes	No
EGFRNetmtKRAS-Hi	SHC1	ANKS1B	P29353	Q7Z6G8	SHC1_ANKS1B	9.98	3.32	3.63E-03	1.50E-42	No	No	No	No	No
EGFRNetmtKRAS-Hi	SHC1	ANKS1A	P29353	Q92625	SHC1_ANKS1A	9.98	3.32	3.63E-03	1.50E-42	No	No	No	No	No
EGFRNetmtKRAS-Hi	SHC1	HSPH1	P29353	Q92598	SHC1_HSPH1	1.75	0.80	3.23E-03	5.38E-04	No	No	No	No	No
EGFRNetmtKRAS-Hi	SHC1	IPO4	P29353	Q8TEX9	SHC1_IPO4	1.36	0.44	1.32E-02	3.74E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	SHC1	MTMR14	P29353	Q8NCE2	SHC1_MTMR14	1.35	0.43	4.28E-02	4.22E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	SHC1	LRRK1	P29353	Q38SD2	SHC1_LRRK1	2.61	1.38	1.02E-04	7.99E-09	No	No	No	Yes	No
EGFRNetmtKRAS-Hi	SHC1	DDB1	P29353	Q16531	SHC1_DDB1	1.35	0.43	8.56E-03	4.20E-02	No	No	No	Yes	No
EGFRNetmtKRAS-Hi	SHC1	NCAPD2	P29353	Q15021	SHC1_NCAPD2	1.34	0.43	3.57E-02	4.25E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	SHC1	PRKCD	P29353	Q05655	SHC1_PRKCD	4.55	2.19	8.20E-05	1.61E-19	No	No	No	Yes	No
EGFRNetmtKRAS-Hi	SHC1	PTPN12	P29353	Q05209	SHC1_PTPN12	3.17	1.66	7.64E-05	4.72E-12	No	Yes	No	Yes	No
EGFRNetmtKRAS-Hi	SHC1	SLC25A11	P29353	Q02978	SHC1_SLC25A11	1.45	0.53	2.61E-02	1.52E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	SHC1	AKAP12	P29353	Q02952	SHC1_AKAP12	1.43	0.51	7.65E-03	1.89E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SHC1	PPP2R2D	P29353	Q66LE6	SHC1_PPP2R2D	1.61	0.69	2.19E-02	2.49E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	SHC1	PPP2R2A	P29353	P63151	SHC1_PPP2R2A	1.61	0.69	2.19E-02	2.49E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	SHC1	AP2B1	P29353	P63010	SHC1_AP2B1	6.71	2.75	8.31E-07	9.22E-30	No	No	No	Yes	No
EGFRNetmtKRAS-Hi	SHC1	GRB2	P29353	P62993	SHC1_GRB2	6.57	2.72	1.60E-04	3.99E-29	No	No	No	Yes	No
EGFRNetmtKRAS-Hi	SHC1	YWHAE	P29353	P62258	SHC1_YWHAE	1.44	0.53	1.09E-02	1.59E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	SHC1	AP2S1	P29353	P53680	SHC1_AP2S1	8.65	3.11	5.76E-04	1.10E-37	No	No	No	No	No
EGFRNetmtKRAS-Hi	SHC1	ACLY	P29353	P53396	SHC1_ACLY	1.69	0.75	2.46E-02	1.08E-03	Yes	No	No	Yes	No
EGFRNetmtKRAS-Hi	SHC1	USP11	P29353	P51784	SHC1_USP11	1.50	0.58	1.74E-02	9.12E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	SHC1	PXN	P29353	P49023	SHC1_PXN	8.49	3.09	2.92E-02	4.53E-37	No	No	No	Yes	No
EGFRNetmtKRAS-Hi	SHC1	BRCC3	P29353	P46736	SHC1_BRCC3	1.68	0.75	9.48E-03	1.17E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	SHC1	HSPA9	P29353	P38646	SHC1_HSPA9	1.94	0.96	1.34E-09	4.72E-05	No	No	No	Yes	No
EGFRNetmtKRAS-Hi	SHC1	HSPA4	P29353	P34932	SHC1_HSPA4	1.35	0.44	1.83E-05	3.94E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	SHC1	SFN	P29353	P31947	SHC1_SFN	2.18	1.12	7.65E-03	2.30E-06	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SHC1	SHC1	P29353	P29353	SHC1_SHC1	11.50	3.52	7.81E-11	9.75E-48	No	No	No	Yes	No
EGFRNetmtKRAS-Hi	SHC1	GRN	P29353	P28799	SHC1_GRN	8.25	3.04	1.13E-03	4.09E-36	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SHC1	PAICS	P29353	P22234	SHC1_PAICS	1.60	0.68	1.11E-02	2.83E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SHC1	EEF2	P29353	P13639	SHC1_EEF2	1.40	0.48	2.69E-03	2.51E-02	Yes	No	No	Yes	No
EGFRNetmtKRAS-Hi	SHC1	HSPA8	P29353	P11142	SHC1_HSPA8	1.52	0.61	6.53E-07	6.84E-03	No	No	No	Yes	No
EGFRNetmtKRAS-Hi	SHC1	HSPA5	P29353	P11021	SHC1_HSPA5	1.91	0.94	2.87E-06	6.81E-05	No	No	No	Yes	No
EGFRNetmtKRAS-Hi	SHC1	HSPA1A	P29353	P08107	SHC1_HSPA1A	1.60	0.68	3.47E-06	2.92E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	SHC1	HNRNPC	P29353	P07910	SHC1_HNRNPC	1.50	0.58	3.16E-02	8.98E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SHC1	S100A6	P29353	P06703	SHC1_S100A6	1.33	0.41	4.31E-02	4.89E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	SHC1	AP2A1	P29353	O95782	SHC1_AP2A1	7.47	2.90	1.55E-06	5.73E-33	No	Yes	No	Yes	No
EGFRNetmtKRAS-Hi	SHC1	IPO7	P29353	O95373	SHC1_IPO7	1.38	0.47	3.16E-02	3.00E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	SHC1	AP2A2	P29353	O94973	SHC1_AP2A2	6.30	2.66	5.04E-04	6.38E-28	No	No	No	Yes	No
EGFRNetmtKRAS-Hi	SHC1	PLIN3	P29353	O60664	SHC1_PLIN3	1.53	0.61	1.26E-02	6.47E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	SHC1	KDM1A	P29353	O60341	SHC1_KDM1A	2.70	1.43	1.47E-04	2.34E-09	No	No	No	No	No
EGFRNetmtKRAS-Hi	SHOC2	SUGT1	Q9UQ13	Q9Y2Z0	SHOC2_SUGT1	3.66	1.87	8.90E-03	9.16E-07	No	No	No	Yes	No
EGFRNetmtKRAS-Hi	SHOC2	SHOC2	Q9UQ13	Q9UQ13	SHOC2_SHOC2	13.92	3.80	1.05E-08	1.70E-22	No	No	No	No	Yes
EGFRNetmtKRAS-Hi	SHOC2	TMEM14C	Q9UQ13	Q9P0S9	SHOC2_TMEM14C	1.73	0.79	2.42E-02	2.21E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	SHOC2	OLA1	Q9UQ13	Q9NTK5	SHOC2_OLA1	1.87	0.91	4.78E-02	1.05E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	SHOC2	GLO1	Q9UQ13	Q04760	SHOC2_GLO1	1.97	0.98	3.03E-02	6.40E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	SHOC2	TUFM	Q9UQ13	P49411	SHOC2_TUFM	1.62	0.70	1.97E-02	3.73E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	SHOC2	ATIC	Q9UQ13	P31939	SHOC2_ATIC	1.64	0.71	4.92E-02	3.53E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	SHOC2	PRDX5	Q9UQ13	P30044	SHOC2_PRDX5	1.86	0.90	3.91E-02	1.12E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	SHOC2	ASNS	Q9UQ13	P08243	SHOC2_ASNS	1.71	0.77	4.25E-02	2.42E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SHOC2	GOT2	Q9UQ13	P00505	SHOC2_GOT2	1.62	0.70	3.67E-02	3.79E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	SHOC2	PNP	Q9UQ13	P00491	SHOC2_PNP	1.62	0.70	2.73E-02	3.77E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	SNCA	MRPS33	P37840	Q9Y291	SNCA_MRPS33	1.81	0.86	4.65E-02	2.24E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SNCA	DCP1A	P37840	Q9NPI6	SNCA_DCP1A	10.91	3.45	5.80E-07	6.96E-18	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SNCA	EDC3	P37840	Q96F86	SNCA_EDC3	7.56	2.92	8.97E-08	2.92E-13	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SNCA	HSPH1	P37840	Q92598	SNCA_HSPH1	6.58	2.72	1.67E-08	1.06E-11	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SNCA	DCP2	P37840	Q8IU60	SNCA_DCP2	9.69	3.28	5.73E-03	2.63E-16	No	No	No	No	No
EGFRNetmtKRAS-Hi	SNCA	EDC4	P37840	Q6P2E9	SNCA_EDC4	11.34	3.50	7.07E-12	2.04E-18	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SNCA	IARS	P37840	P41252	SNCA_IARS	1.75	0.80	1.31E-03	3.06E-02	Yes	No	No	Yes	No
EGFRNetmtKRAS-Hi	SNCA	HSPA9	P37840	P38646	SNCA_HSPA9	4.54	2.18	1.93E-09	4.52E-08	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SNCA	SNCA	P37840	P37840	SNCA_SNCA	14.98	3.90	5.03E-12	1.67E-22	Yes	No	No	Yes	No
EGFRNetmtKRAS-Hi	SNCA	HSPA4	P37840	P34932	SNCA_HSPA4	2.92	1.55	2.69E-08	9.21E-05	Yes	No	No	Yes	No
EGFRNetmtKRAS-Hi	SNCA	DDX6	P37840	P26196	SNCA_DDX6	2.88	1.53	2.57E-08	1.11E-04	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SNCA	DSP	P37840	P15924	SNCA_DSP	4.35	2.12	3.08E-03	1.05E-07	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SNCA	DARS	P37840	P14868	SNCA_DARS	1.69	0.75	3.61E-02	4.07E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	SNCA	HSPA8	P37840	P11142	SNCA_HSPA8	6.22	2.64	5.76E-10	4.23E-11	Yes	No	No	Yes	No
EGFRNetmtKRAS-Hi	SNCA	HSPA5	P37840	P11021	SNCA_HSPA5	8.32	3.06	2.17E-11	2.13E-14	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SNCA	HSPA1A	P37840	P08107	SNCA_HSPA1A	5.85	2.55	3.96E-09	1.81E-10	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SNCA	HSPB1	P37840	P04792	SNCA_HSPB1	1.70	0.77	3.85E-04	3.82E-02	No	No	No	Yes	No
EGFRNetmtKRAS-Hi	SNCA	HSPA4L	P37840	O95757	SNCA_HSPA4L	6.30	2.65	1.29E-02	3.15E-11	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SOCS1	MRPS28	O15524	Q9Y2Q9	SOCS1_MRPS28	1.46	0.55	3.58E-03	2.14E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	SOCS1	AKAP8L	O15524	Q9ULX6	SOCS1_AKAP8L	2.61	1.39	6.90E-08	2.65E-07	No	No	No	No	No
EGFRNetmtKRAS-Hi	SOCS1	ATAD3A	O15524	Q9NVI7	SOCS1_ATAD3A	1.50	0.59	4.85E-05	1.52E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	SOCS1	OSBPL8	O15524	Q9BZF1	SOCS1_OSBPL8	2.05	1.03	1.61E-02	8.56E-05	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SOCS1	HSP90AB2P	O15524	Q58FF8	SOCS1_HSP90AB2P	1.42	0.50	9.82E-06	3.15E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	SOCS1	TIMM50	O15524	Q3ZCQ8	SOCS1_TIMM50	1.94	0.96	1.61E-04	2.52E-04	No	No	No	No	No
EGFRNetmtKRAS-Hi	SOCS1	TCEB2	O15524	Q15370	SOCS1_TCEB2	8.49	3.09	4.60E-08	7.10E-29	No	No	No	Yes	No
EGFRNetmtKRAS-Hi	SOCS1	TCEB1	O15524	Q15369	SOCS1_TCEB1	14.19	3.83	1.16E-08	3.01E-43	No	No	No	Yes	No
EGFRNetmtKRAS-Hi	SOCS1	PRPSAP1	O15524	Q14558	SOCS1_PRPSAP1	1.48	0.56	8.10E-04	1.88E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SOCS1	RCN2	O15524	Q14257	SOCS1_RCN2	1.40	0.49	5.19E-07	3.59E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	SOCS1	TRIM28	O15524	Q13263	SOCS1_TRIM28	1.73	0.79	1.75E-07	1.98E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	SOCS1	SLC25A3	O15524	Q00325	SOCS1_SLC25A3	1.40	0.49	1.38E-07	3.54E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	SOCS1	PRKDC	O15524	P78527	SOCS1_PRKDC	1.37	0.45	8.82E-06	4.62E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	SOCS1	CCT2	O15524	P78371	SOCS1_CCT2	1.48	0.57	8.31E-09	1.83E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	SOCS1	TUBB4B	O15524	P68371	SOCS1_TUBB4B	1.41	0.49	1.17E-10	3.42E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	SOCS1	RPL39P5	O15524	Q59GN2	SOCS1_RPL39P5	1.59	0.67	1.46E-02	7.33E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	SOCS1	RPL39	O15524	P62891	SOCS1_RPL39	1.59	0.67	1.46E-02	7.33E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	SOCS1	PSME3	O15524	P61289	SOCS1_PSME3	7.02	2.81	1.65E-07	2.45E-24	No	No	No	No	No
EGFRNetmtKRAS-Hi	SOCS1	ABCE1	O15524	P61221	SOCS1_ABCE1	1.40	0.48	3.43E-02	3.76E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SOCS1	PRPS1	O15524	P60891	SOCS1_PRPS1	1.52	0.61	9.98E-05	1.30E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SOCS1	FXR1	O15524	P51114	SOCS1_FXR1	1.62	0.70	5.63E-03	5.32E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	SOCS1	CCT4	O15524	P50991	SOCS1_CCT4	1.49	0.57	6.68E-08	1.76E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	SOCS1	CCT8	O15524	P50990	SOCS1_CCT8	1.48	0.57	8.44E-08	1.86E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	SOCS1	CCT3	O15524	P49368	SOCS1_CCT3	1.50	0.59	8.11E-08	1.53E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	SOCS1	CCT5	O15524	P48643	SOCS1_CCT5	1.40	0.49	5.09E-07	3.49E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	SOCS1	CCT6A	O15524	P40227	SOCS1_CCT6A	1.53	0.62	7.03E-08	1.17E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	SOCS1	CTNNB1	O15524	P35222	SOCS1_CTNNB1	1.63	0.71	8.67E-05	4.90E-03	No	No	No	No	No
