Network	Bait	Prey	Bait_UniProt	Prey_UniProt	Interaction	SILAC Ratio               (Prey abundance in EGFRNetmtKRAS-Hi AP/Prey abundance in EV control AP)	Log2 (SILAC ratio)	t-test                    P value	Significance A	Is significantly rewired (relative to EGFRNetmtKRAS-Lo)?	Is interaction in Bioplex 2.0 (Huttlin et al., 2017)?	Is interaction in Rolland et al., 2014?	Is interaction in IID (Kotlyar et al. 2016)?	Is interaction in Hein et al., 2015?
EGFRNetmtKRAS-Hi	MTA2	RBBP7	O94776	Q16576	MTA2_RBBP7	24.48	4.61	1.29E-05	3.47E-40	No	Yes	No	Yes	Yes
EGFRNetmtKRAS-Hi	MTA2	PCBP1	O94776	Q15365	MTA2_PCBP1	3.34	1.74	4.63E-02	2.83E-07	No	No	No	No	No
EGFRNetmtKRAS-Hi	MTA2	HDAC1	O94776	Q13547	MTA2_HDAC1	4.88	2.29	2.07E-04	2.61E-11	No	Yes	No	Yes	Yes
EGFRNetmtKRAS-Hi	MTA2	G3BP1	O94776	Q13283	MTA2_G3BP1	1.62	0.69	1.68E-02	2.25E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	MTA2	RBBP4	O94776	Q09028	MTA2_RBBP4	8.37	3.07	1.71E-05	7.55E-19	No	No	No	Yes	No
EGFRNetmtKRAS-Hi	MTA2	KHDRBS1	O94776	Q07666	MTA2_KHDRBS1	3.79	1.92	3.70E-02	1.70E-08	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	MTA2	MRPS34	O94776	P82930	MTA2_MRPS34	2.16	1.11	3.86E-02	6.82E-04	No	No	No	No	No
EGFRNetmtKRAS-Hi	MTA2	FBL	O94776	P22087	MTA2_FBL	1.75	0.80	4.27E-02	1.02E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	MTA2	PABPC3	O94776	Q9H361	MTA2_PABPC3	1.61	0.69	4.21E-02	2.29E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	MTA2	PABPC1	O94776	P11940	MTA2_PABPC1	1.61	0.69	4.21E-02	2.29E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	MTA2	SLC25A5	O94776	P05141	MTA2_SLC25A5	1.53	0.61	7.71E-03	3.86E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	MTA2	MTA2	O94776	O94776	MTA2_MTA2	14.10	3.82	1.87E-06	3.71E-28	No	No	No	No	Yes
EGFRNetmtKRAS-Hi	MTA2	MRPS14	O94776	O60783	MTA2_MRPS14	4.13	2.05	4.51E-02	2.16E-09	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	MTA2	EEF1E1	O94776	O43324	MTA2_EEF1E1	1.50	0.58	2.68E-02	4.62E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	MYLK2	NOP58	Q9H1R3	Q9Y2X3	MYLK2_NOP58	3.61	1.85	4.65E-02	4.41E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	MYLK2	RALY	Q9H1R3	Q9UKM9	MYLK2_RALY	4.17	2.06	4.19E-02	1.80E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	MYLK2	DDX18	Q9H1R3	Q9NVP1	MYLK2_DDX18	3.36	1.75	2.35E-02	6.75E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	MYLK2	NAT10	Q9H1R3	Q9H0A0	MYLK2_NAT10	7.19	2.85	9.43E-04	2.87E-05	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	MYLK2	EBNA1BP2	Q9H1R3	Q99848	MYLK2_EBNA1BP2	3.09	1.63	2.67E-02	1.07E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	MYLK2	CDC5L	Q9H1R3	Q99459	MYLK2_CDC5L	4.17	2.06	4.01E-02	1.81E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	MYLK2	HIST3H2A	Q9H1R3	Q7L7L0	MYLK2_HIST3H2A	4.36	2.13	4.39E-02	1.34E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	MYLK2	HIST1H2AB	Q9H1R3	P04908	MYLK2_HIST1H2AB	4.36	2.13	4.39E-02	1.34E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	MYLK2	HIST1H2AC	Q9H1R3	Q93077	MYLK2_HIST1H2AC	4.36	2.13	4.39E-02	1.34E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	MYLK2	BRIX1	Q9H1R3	Q8TDN6	MYLK2_BRIX1	5.06	2.34	4.95E-02	4.72E-04	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	MYLK2	FTSJ3	Q9H1R3	Q8IY81	MYLK2_FTSJ3	5.08	2.34	2.43E-02	4.61E-04	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	MYLK2	CDC37	Q9H1R3	Q16543	MYLK2_CDC37	3.65	1.87	3.49E-05	4.18E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	MYLK2	SAFB	Q9H1R3	Q15424	MYLK2_SAFB	4.83	2.27	3.56E-02	6.57E-04	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	MYLK2	WDR43	Q9H1R3	Q15061	MYLK2_WDR43	2.30	1.20	4.84E-02	4.48E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	MYLK2	RRS1	Q9H1R3	Q15050	MYLK2_RRS1	2.28	1.19	4.94E-02	4.69E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	MYLK2	LMNB2	Q9H1R3	Q03252	MYLK2_LMNB2	5.11	2.35	4.59E-02	4.39E-04	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	MYLK2	H3F3C	Q9H1R3	Q6NXT2	MYLK2_H3F3C	4.02	2.01	7.70E-03	2.29E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	MYLK2	HIST2H3A	Q9H1R3	Q71DI3	MYLK2_HIST2H3A	4.02	2.01	7.70E-03	2.29E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	MYLK2	HIST3H3	Q9H1R3	Q16695	MYLK2_HIST3H3	4.02	2.01	7.70E-03	2.29E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	MYLK2	H3F3A	Q9H1R3	P84243	MYLK2_H3F3A	4.02	2.01	7.70E-03	2.29E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	MYLK2	HIST1H3A	Q9H1R3	P68431	MYLK2_HIST1H3A	4.02	2.01	7.70E-03	2.29E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	MYLK2	HIST1H4A	Q9H1R3	P62805	MYLK2_HIST1H4A	3.54	1.82	6.97E-03	4.98E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	MYLK2	CALM1	Q9H1R3	P62158	MYLK2_CALM1	2.37	1.25	2.44E-02	3.93E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	MYLK2	ADAR	Q9H1R3	P55265	MYLK2_ADAR	2.93	1.55	4.00E-02	1.44E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	MYLK2	HNRNPA3	Q9H1R3	P51991	MYLK2_HNRNPA3	2.51	1.33	3.99E-02	3.04E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	MYLK2	RCC1	Q9H1R3	P18754	MYLK2_RCC1	6.12	2.61	2.07E-02	1.10E-04	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	MYLK2	TOP1	Q9H1R3	P11387	MYLK2_TOP1	4.43	2.15	7.50E-03	1.20E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	MYLK2	H2AFV	Q9H1R3	Q71UI9	MYLK2_H2AFV	4.34	2.12	3.03E-02	1.39E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	MYLK2	H2AFZ	Q9H1R3	P0C0S5	MYLK2_H2AFZ	4.34	2.12	3.03E-02	1.39E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	MYLK2	HNRNPA1L2	Q9H1R3	Q32P51	MYLK2_HNRNPA1L2	2.73	1.45	2.49E-02	2.03E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	MYLK2	HNRNPA1	Q9H1R3	P09651	MYLK2_HNRNPA1	2.73	1.45	2.49E-02	2.03E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	MYLK2	HSP90AB3P	Q9H1R3	Q58FF7	MYLK2_HSP90AB3P	2.38	1.25	3.35E-04	3.88E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	MYLK2	HSP90AB1	Q9H1R3	P08238	MYLK2_HSP90AB1	2.38	1.25	3.35E-04	3.88E-02	Yes	No	No	Yes	No
EGFRNetmtKRAS-Hi	MYLK2	HNRNPCL1	Q9H1R3	O60812	MYLK2_HNRNPCL1	2.90	1.54	4.94E-02	1.51E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	MYLK2	HNRNPC	Q9H1R3	P07910	MYLK2_HNRNPC	2.90	1.54	4.94E-02	1.51E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	MYLK2	SMARCA5	Q9H1R3	O60264	MYLK2_SMARCA5	6.27	2.65	2.84E-02	9.07E-05	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	MYLK2	NOP56	Q9H1R3	O00567	MYLK2_NOP56	2.56	1.36	4.72E-02	2.79E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	MYLK2	PES1	Q9H1R3	O00541	MYLK2_PES1	4.00	2.00	3.89E-02	2.35E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	MYLK2	MYLK2	Q9H1R3	Q9H1R3	MYLK2_MYLK2	5.44	2.44	7.12E-07	2.74E-04	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	MYLK2	MYLK	Q9H1R3	Q15746	MYLK2_MYLK	11.44	3.52	3.28E-05	3.29E-07	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	NCK1	IVNS1ABP	P16333	Q9Y6Y0	NCK1_IVNS1ABP	1.59	0.67	5.20E-03	1.08E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	NCK1	GIT1	P16333	Q9Y2X7	NCK1_GIT1	5.41	2.44	1.34E-06	5.81E-17	No	No	No	Yes	No
EGFRNetmtKRAS-Hi	NCK1	PRPSAP1	P16333	Q14558	NCK1_PRPSAP1	2.06	1.05	5.67E-03	1.85E-04	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	NCK1	GIT2	P16333	Q14161	NCK1_GIT2	5.80	2.54	1.64E-04	3.21E-18	Yes	No	No	Yes	No
EGFRNetmtKRAS-Hi	NCK1	ARHGEF7	P16333	Q14155	NCK1_ARHGEF7	2.86	1.51	1.92E-04	1.27E-07	Yes	No	No	Yes	No
EGFRNetmtKRAS-Hi	NCK1	PRPS1	P16333	P60891	NCK1_PRPS1	2.89	1.53	5.53E-03	9.37E-08	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	NCK1	NCK1	P16333	P16333	NCK1_NCK1	14.75	3.88	2.40E-12	4.20E-40	Yes	No	No	No	Yes
EGFRNetmtKRAS-Hi	NCK1	JUP	P16333	P14923	NCK1_JUP	3.12	1.64	2.81E-02	1.20E-08	No	No	No	No	No
EGFRNetmtKRAS-Hi	NCK1	MBP	P16333	P02686	NCK1_MBP	2.22	1.15	2.21E-02	4.40E-05	No	No	No	No	No
EGFRNetmtKRAS-Hi	NCK1	PRPSAP2	P16333	O60256	NCK1_PRPSAP2	2.45	1.29	5.63E-03	5.33E-06	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	NCK1	NCK2	P16333	O43639	NCK1_NCK2	31.02	4.96	1.85E-08	5.35E-64	No	Yes	No	Yes	No
EGFRNetmtKRAS-Hi	NME1	RUVBL1	P15531	Q9Y265	NME1_RUVBL1	1.48	0.56	2.00E-03	4.89E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	NME1	C20ORF11	P15531	Q9NWU2	NME1_C20ORF11	1.51	0.59	3.97E-02	4.16E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	NME1	CCT7	P15531	Q99832	NME1_CCT7	1.99	0.99	3.57E-09	2.14E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	NME1	PGAM5	P15531	Q96HS1	NME1_PGAM5	2.18	1.12	1.07E-10	6.49E-04	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	NME1	RANBP10	P15531	Q6VN20	NME1_RANBP10	1.48	0.57	2.10E-02	4.82E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	NME1	TRIM28	P15531	Q13263	NME1_TRIM28	1.54	0.62	1.45E-04	3.49E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	NME1	PRDX1	P15531	Q06830	NME1_PRDX1	1.59	0.67	6.84E-07	2.60E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	NME1	DSG1	P15531	Q02413	NME1_DSG1	6.72	2.75	1.55E-02	4.49E-15	No	No	No	No	No
EGFRNetmtKRAS-Hi	NME1	CCT2	P15531	P78371	NME1_CCT2	2.12	1.08	6.64E-09	9.37E-04	No	No	No	No	No
EGFRNetmtKRAS-Hi	NME1	YWHAZ	P15531	P63104	NME1_YWHAZ	1.66	0.73	3.70E-04	1.71E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	NME1	RARS	P15531	P54136	NME1_RARS	1.72	0.79	6.52E-04	1.15E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	NME1	CCT4	P15531	P50991	NME1_CCT4	2.05	1.03	1.58E-09	1.51E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	NME1	CCT8	P15531	P50990	NME1_CCT8	2.09	1.06	1.49E-09	1.17E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	NME1	CCT3	P15531	P49368	NME1_CCT3	2.04	1.03	7.97E-10	1.57E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	NME1	FASN	P15531	P49327	NME1_FASN	1.82	0.86	2.37E-04	6.32E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	NME1	CCT5	P15531	P48643	NME1_CCT5	1.83	0.87	1.32E-07	5.99E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	NME1	IARS	P15531	P41252	NME1_IARS	1.59	0.67	6.19E-03	2.59E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	NME1	CCT6A	P15531	P40227	NME1_CCT6A	2.06	1.05	7.97E-10	1.35E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	NME1	HSPA9	P15531	P38646	NME1_HSPA9	2.93	1.55	3.83E-05	5.23E-06	No	No	No	No	No
EGFRNetmtKRAS-Hi	NME1	PRDX6	P15531	P30041	NME1_PRDX6	2.13	1.09	1.12E-03	9.11E-04	No	No	No	No	No
EGFRNetmtKRAS-Hi	NME1	PTPN6	P15531	P29350	NME1_PTPN6	5.30	2.41	7.10E-04	5.32E-12	No	No	No	No	No
EGFRNetmtKRAS-Hi	NME1	YWHAQ	P15531	P27348	NME1_YWHAQ	2.72	1.45	6.94E-04	1.93E-05	No	No	No	No	No
EGFRNetmtKRAS-Hi	NME1	VARS	P15531	P26640	NME1_VARS	1.51	0.59	2.00E-03	4.13E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	NME1	NME2P1	P15531	O60361	NME1_NME2P1	22.99	4.52	3.42E-07	2.92E-37	No	No	No	No	No
EGFRNetmtKRAS-Hi	NME1	NME2	P15531	P22392	NME1_NME2	22.99	4.52	3.42E-07	2.92E-37	No	No	No	Yes	No
EGFRNetmtKRAS-Hi	NME1	TCP1	P15531	P17987	NME1_TCP1	2.04	1.03	9.45E-10	1.56E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	NME1	DSP	P15531	P15924	NME1_DSP	8.37	3.07	1.07E-02	2.93E-18	No	No	No	No	No
EGFRNetmtKRAS-Hi	NME1	NME1	P15531	P15531	NME1_NME1	16.07	4.01	8.65E-10	1.03E-29	No	No	Yes	Yes	No
EGFRNetmtKRAS-Hi	NME1	EEF2	P15531	P13639	NME1_EEF2	1.79	0.84	1.68E-06	7.41E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	NME1	IMPDH2	P15531	P12268	NME1_IMPDH2	2.23	1.16	1.63E-02	4.51E-04	No	No	No	No	No
EGFRNetmtKRAS-Hi	NME1	HSPA8	P15531	P11142	NME1_HSPA8	1.90	0.93	6.80E-10	3.81E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	NME1	HSPA5	P15531	P11021	NME1_HSPA5	2.41	1.27	2.40E-07	1.42E-04	No	No	No	No	No
EGFRNetmtKRAS-Hi	NME1	HSPD1	P15531	P10809	NME1_HSPD1	2.00	1.00	1.81E-06	2.08E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	NME1	HSPA1A	P15531	P08107	NME1_HSPA1A	2.39	1.26	1.30E-10	1.68E-04	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	NME1	TUBB	P15531	P07437	NME1_TUBB	1.53	0.61	1.60E-05	3.71E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	NME1	HSPB1	P15531	P04792	NME1_HSPB1	1.52	0.60	1.89E-02	3.93E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	NME1-NME2	PLBD2	Q32Q12	Q8NHP8	NME1-NME2_PLBD2	2.61	1.38	4.85E-02	1.69E-06	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	NME1-NME2	RCN2	Q32Q12	Q14257	NME1-NME2_RCN2	1.77	0.82	2.15E-05	2.93E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	NME1-NME2	WARS	Q32Q12	P23381	NME1-NME2_WARS	1.61	0.68	4.64E-02	1.11E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	NME1-NME2	NME2P1	Q32Q12	O60361	NME1-NME2_NME2P1	22.45	4.49	5.01E-07	5.91E-52	No	No	No	No	No
EGFRNetmtKRAS-Hi	NME1-NME2	NME2	Q32Q12	P22392	NME1-NME2_NME2	22.45	4.49	5.01E-07	5.91E-52	No	No	No	No	No
EGFRNetmtKRAS-Hi	NME1-NME2	NME1	Q32Q12	P15531	NME1-NME2_NME1	15.74	3.98	4.77E-08	3.31E-41	No	No	No	No	No
EGFRNetmtKRAS-Hi	NME1-NME2	HSPA8	Q32Q12	P11142	NME1-NME2_HSPA8	1.61	0.68	1.39E-06	1.12E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	NME1-NME2	HSPA5	Q32Q12	P11021	NME1-NME2_HSPA5	1.61	0.69	1.89E-04	1.06E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	NME1-NME2	HSPA1A	Q32Q12	P08107	NME1-NME2_HSPA1A	1.48	0.56	2.85E-06	3.01E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	NME1-NME2	BAG2	Q32Q12	O95816	NME1-NME2_BAG2	2.19	1.13	2.52E-04	7.24E-05	No	No	No	No	No
EGFRNetmtKRAS-Hi	NME1-NME2	CALU	Q32Q12	O43852	NME1-NME2_CALU	1.43	0.52	2.63E-04	4.16E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	NME1-NME2	SART1	Q32Q12	O43290	NME1-NME2_SART1	1.50	0.58	1.99E-04	2.55E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	NME1-NME2	MYLK2	Q32Q12	Q9H1R3	NME1-NME2_MYLK2	4.00	2.00	2.53E-02	8.96E-12	No	No	No	No	No
EGFRNetmtKRAS-Hi	PAK1	IVNS1ABP	Q13153	Q9Y6Y0	PAK1_IVNS1ABP	2.77	1.47	1.88E-03	2.80E-05	No	No	No	No	No
EGFRNetmtKRAS-Hi	PAK1	GIT1	Q13153	Q9Y2X7	PAK1_GIT1	16.28	4.02	1.12E-08	1.52E-28	Yes	No	No	Yes	No
EGFRNetmtKRAS-Hi	PAK1	RUVBL1	Q13153	Q9Y265	PAK1_RUVBL1	1.65	0.72	1.38E-05	2.32E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	PAK1	HIGD1C	Q13153	A8MV81	PAK1_HIGD1C	5.52	2.46	1.29E-03	7.29E-12	No	No	No	No	No
EGFRNetmtKRAS-Hi	PAK1	HIGD1A	Q13153	Q9Y241	PAK1_HIGD1A	5.52	2.46	1.29E-03	7.29E-12	No	No	No	No	No
EGFRNetmtKRAS-Hi	PAK1	RUVBL2	Q13153	Q9Y230	PAK1_RUVBL2	1.67	0.74	1.10E-04	2.06E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	PAK1	ACSL5	Q13153	Q9ULC5	PAK1_ACSL5	2.02	1.01	5.16E-06	2.65E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	PAK1	PDP1	Q13153	Q9P0J1	PAK1_PDP1	1.59	0.67	3.90E-02	3.20E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	PAK1	SLC25A22	Q13153	Q9H936	PAK1_SLC25A22	4.27	2.10	2.60E-06	4.59E-09	No	No	No	No	No
EGFRNetmtKRAS-Hi	PAK1	TUBB6	Q13153	Q9BUF5	PAK1_TUBB6	2.42	1.28	7.03E-05	2.26E-04	No	No	No	No	No
EGFRNetmtKRAS-Hi	PAK1	RIOK1	Q13153	Q9BRS2	PAK1_RIOK1	1.63	0.71	3.86E-02	2.58E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	PAK1	TUBA1C	Q13153	Q9BQE3	PAK1_TUBA1C	1.71	0.77	2.13E-04	1.69E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	PAK1	MMS19	Q13153	Q96T76	PAK1_MMS19	1.71	0.77	6.40E-04	1.67E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	PAK1	PGAM5	Q13153	Q96HS1	PAK1_PGAM5	1.83	0.87	3.95E-03	8.45E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	PAK1	GCN1L1	Q13153	Q92616	PAK1_GCN1L1	2.29	1.20	4.31E-05	5.12E-04	No	No	No	No	No
EGFRNetmtKRAS-Hi	PAK1	SLC39A7	Q13153	Q92504	PAK1_SLC39A7	1.95	0.96	4.42E-02	4.15E-03	No	No	No	No	No
