diseaseName	diseaseUMLSCUI	source	numGenesAssociatedToDisease	intersection	intersectionSize	geneRatio	bgRatio	pvalue	totalGenesSource	p_adjusted	query	bait	method	type
Myopathy	C0026848	CURATED	88	CLU,SLC2A1,TGFB1,PNPLA2	4	4/415	4/14132	0.480234167708428	14132	0.850250657582135	combined_BrafG469A	BrafG469A	combined	Active
Psychotic Disorders	C0033975	CURATED	89	HLA-B,TGFB1,FKBP5,GADD45B	4	4/415	4/14132	0.48772908419081	14132	0.85649985516435	combined_BrafG469A	BrafG469A	combined	Active
AMYOTROPHIC LATERAL SCLEROSIS 1	C1862939	CURATED	56	FOS,CLU,JUND	3	3/415	3/14132	0.492765793873456	14132	0.85836622158602	combined_BrafG469A	BrafG469A	combined	Active
Nephrotic Syndrome	C0027726	CURATED	91	SYNPO,MYH9,SGPL1,TGFB1	4	4/415	4/14132	0.502559442020639	14132	0.868422715811665	combined_BrafG469A	BrafG469A	combined	Active
Unipolar Depression	C0041696	CURATED	231	SGK1,HSP90AA1,LSAMP,S100A10,HOMER1,RNF41,FKBP5,MAP2K1	8	8/415	8/14132	0.520322564183502	14132	0.885450392508185	combined_BrafG469A	BrafG469A	combined	Active
Non-specific early-onset epileptic encephalopathy	C5680057	CURATED	59	YWHAG,DHDDS,NUS1	3	3/415	3/14132	0.520612036335831	14132	0.885450392508185	combined_BrafG469A	BrafG469A	combined	Active
Proteinuria	C0033687	CURATED	60	MYH9,VEGFA,TGFB1	3	3/415	3/14132	0.529664663908942	14132	0.89380912034634	combined_BrafG469A	BrafG469A	combined	Active
Acute Promyelocytic Leukemia	C0023487	CURATED	61	THBD,CD44,TRIB3	3	3/415	3/14132	0.538600536565386	14132	0.895776039838102	combined_BrafG469A	BrafG469A	combined	Active
Chemical and Drug Induced Liver Injury	C4277682	CURATED	374	NUS1,SLC25A29,ANXA2,PRKCD,CLU,KRT18,NTN1,JUND,FLT1,HLA-A,HSPA5,VEGFA	12	12/415	12/14132	0.541375107381684	14132	0.895776039838102	combined_BrafG469A	BrafG469A	combined	Active
Meniere Disease	C0025281	CURATED	62	HLA-B,MYH9,EPHA2	3	3/415	3/14132	0.547418691012173	14132	0.895776039838102	combined_BrafG469A	BrafG469A	combined	Active
Arsenic Poisoning	C0311375	CURATED	62	ZNF267,GADD45B,CD44	3	3/415	3/14132	0.547418691012173	14132	0.895776039838102	combined_BrafG469A	BrafG469A	combined	Active
Motor Neuron Disease	C0085084	CURATED	65	JUND,CLU,FOS	3	3/415	3/14132	0.573159513927768	14132	0.905625775511138	combined_BrafG469A	BrafG469A	combined	Active
Alcoholic Intoxication, Chronic	C0001973	CURATED	279	DKK2,PHLDA2,FKBP5,RACK1,ARC,NTS,SRD5A1,TAC1,BAG3	9	9/415	9/14132	0.57768060338773	14132	0.905625775511138	combined_BrafG469A	BrafG469A	combined	Active
Chronic Obstructive Airway Disease	C0024117	CURATED	102	CYBA,CDKN1A,TGFB1,F2RL1	4	4/415	4/14132	0.579891050247603	14132	0.905625775511138	combined_BrafG469A	BrafG469A	combined	Active
Alzheimer's Disease	C0002395	CURATED	211	CLU,SPRED2,DHCR24,ARC,VEGFA,ADAMTS1,AMFR	7	7/415	7/14132	0.589452522414433	14132	0.905625775511138	combined_BrafG469A	BrafG469A	combined	Active
Hepatomegaly	C0019209	CURATED	67	CYBA,TGFB1,KEAP1	3	3/415	3/14132	0.589720491143489	14132	0.905625775511138	combined_BrafG469A	BrafG469A	combined	Active
Other dermatoses	C0029574	CURATED	68	GADD45B,ZNF267,CD44	3	3/415	3/14132	0.597820321728802	14132	0.905625775511138	combined_BrafG469A	BrafG469A	combined	Active
Dermatologic disorders	C0037274	CURATED	68	ZNF267,CD44,GADD45B	3	3/415	3/14132	0.597820321728802	14132	0.905625775511138	combined_BrafG469A	BrafG469A	combined	Active
Skin Diseases, Genetic	C0037277	CURATED	68	ZNF267,CD44,GADD45B	3	3/415	3/14132	0.597820321728802	14132	0.905625775511138	combined_BrafG469A	BrafG469A	combined	Active
Fibrosis	C0016059	CURATED	69	TGFB1,SPHK1,TAC1	3	3/415	3/14132	0.605799637540706	14132	0.905625775511138	combined_BrafG469A	BrafG469A	combined	Active
Nonorganic psychosis	C0349204	CURATED	69	FKBP5,GADD45B,TGFB1	3	3/415	3/14132	0.605799637540706	14132	0.905625775511138	combined_BrafG469A	BrafG469A	combined	Active
Atherosclerosis	C0004153	CURATED	70	VEGFA,CLU,CYBA	3	3/415	3/14132	0.613658514817165	14132	0.905625775511138	combined_BrafG469A	BrafG469A	combined	Active
Brain Ischemia	C0007786	CURATED	70	JUN,MAP2K1,EGR1	3	3/415	3/14132	0.613658514817165	14132	0.905625775511138	combined_BrafG469A	BrafG469A	combined	Active
Dermatitis, Allergic Contact	C0162820	CURATED	71	PHLDA1,RAB32,UPP1	3	3/415	3/14132	0.621397129024895	14132	0.905625775511138	combined_BrafG469A	BrafG469A	combined	Active
Brain Injuries	C0270611	CURATED	71	FOS,VEGFA,JUN	3	3/415	3/14132	0.621397129024895	14132	0.905625775511138	combined_BrafG469A	BrafG469A	combined	Active
Colorectal Neoplasms	C0009404	CURATED	363	SH2B3,KDM2A,LIG4,TGFB1,TK1,SPOP,ABCB11,TFRC,CALCOCO2,BRAF,TFPI2	11	11/415	11/14132	0.626793067114231	14132	0.905625775511138	combined_BrafG469A	BrafG469A	combined	Active
Lung diseases	C0024115	CURATED	72	SPRY2,TGFB1,VEGFA	3	3/415	3/14132	0.6290157489932	14132	0.905625775511138	combined_BrafG469A	BrafG469A	combined	Active
Diabetes Mellitus, Non-Insulin-Dependent	C0011860	CURATED	331	CYBA,SLC2A1,TIMP1,ADIPOR2,FOXC2,PSMD6,MAPK8,BRAF,SPHK1,NUS1	10	10/415	10/14132	0.640268634909683	14132	0.905625775511138	combined_BrafG469A	BrafG469A	combined	Active
Pulmonary Fibrosis	C0034069	CURATED	113	AREG,TGFB1,TFPI,TIMP1	4	4/415	4/14132	0.649209990476763	14132	0.905625775511138	combined_BrafG469A	BrafG469A	combined	Active
Neuroblastoma	C0027819	CURATED	75	CHAF1A,HRAS,CD44	3	3/415	3/14132	0.651155616135651	14132	0.905625775511138	combined_BrafG469A	BrafG469A	combined	Active
Neoplastic Syndromes, Hereditary	C0027672	CURATED	190	SDHC,AIP,SH2B3,HRAS,EPCAM,RUNX1	6	6/415	6/14132	0.659951821385562	14132	0.905625775511138	combined_BrafG469A	BrafG469A	combined	Active
Pancreatic Neoplasm	C0030297	CURATED	191	LIG4,EPCAM,BRAF,TFPI2,CD44,TGFB1	6	6/415	6/14132	0.664470267552788	14132	0.905625775511138	combined_BrafG469A	BrafG469A	combined	Active
malignant neoplasm of head of pancreas	C0153458	CURATED	191	LIG4,BRAF,TGFB1,TFPI2,EPCAM,CD44	6	6/415	6/14132	0.664470267552788	14132	0.905625775511138	combined_BrafG469A	BrafG469A	combined	Active
Malignant neoplasm of body of pancreas	C0153459	CURATED	191	BRAF,TFPI2,LIG4,CD44,EPCAM,TGFB1	6	6/415	6/14132	0.664470267552788	14132	0.905625775511138	combined_BrafG469A	BrafG469A	combined	Active
Malignant neoplasm of tail of pancreas	C0153460	CURATED	191	TGFB1,CD44,TFPI2,BRAF,EPCAM,LIG4	6	6/415	6/14132	0.664470267552788	14132	0.905625775511138	combined_BrafG469A	BrafG469A	combined	Active
Malignant neoplasm of other specified sites of pancreas	C0153463	CURATED	191	LIG4,BRAF,CD44,EPCAM,TGFB1,TFPI2	6	6/415	6/14132	0.664470267552788	14132	0.905625775511138	combined_BrafG469A	BrafG469A	combined	Active
Insulin Resistance	C0021655	CURATED	77	NUS1,SQSTM1,TRIB3	3	3/415	3/14132	0.665324193413728	14132	0.905625775511138	combined_BrafG469A	BrafG469A	combined	Active
Peripheral Neuropathy	C0031117	CURATED	116	BAG3,HSPB8,SPTAN1,JUN	4	4/415	4/14132	0.666641195862366	14132	0.905625775511138	combined_BrafG469A	BrafG469A	combined	Active
Hereditary Breast and Ovarian Cancer Syndrome	C0677776	CURATED	158	TDG,VRK1,EPCAM,LEPROTL1,TFRC	5	5/415	5/14132	0.686146551895095	14132	0.926297845058379	combined_BrafG469A	BrafG469A	combined	Active
Bleeding tendency	C1458140	CURATED	81	THBD,MYH9,RUNX1	3	3/415	3/14132	0.692267349627046	14132	0.92745159411808	combined_BrafG469A	BrafG469A	combined	Active
Colonic Neoplasms	C0009375	CURATED	160	CDKN1A,EPCAM,JUN,VEGFA,SLC2A1	5	5/415	5/14132	0.69558869558856	14132	0.92745159411808	combined_BrafG469A	BrafG469A	combined	Active
Lupus Erythematosus, Systemic	C0024141	CURATED	124	CHAF1A,PRKCD,SH2B3,CLU	4	4/415	4/14132	0.710008046442727	14132	0.927541226233719	combined_BrafG469A	BrafG469A	combined	Active
Epilepsy	C0014544	CURATED	165	SRPX2,FOS,FOSB,SLC2A1,TGFB1	5	5/415	5/14132	0.718301183538874	14132	0.927541226233719	combined_BrafG469A	BrafG469A	combined	Active
Mental Retardation	C0025362	CURATED	165	SLC2A1,NAA15,ACSL4,VRK1,KDM6B	5	5/415	5/14132	0.718301183538874	14132	0.927541226233719	combined_BrafG469A	BrafG469A	combined	Active
Atrial Fibrillation	C0004238	CURATED	166	PHLDA1,CDKN1A,FBXO32,REEP3,GOSR2	5	5/415	5/14132	0.72269087307431	14132	0.927541226233719	combined_BrafG469A	BrafG469A	combined	Active
Multiple Sclerosis	C0026769	CURATED	127	ZNF267,CD44,HSP90AB1,CDK17	4	4/415	4/14132	0.725112747674701	14132	0.927541226233719	combined_BrafG469A	BrafG469A	combined	Active
Squamous cell carcinoma of esophagus	C0279626	CURATED	127	CDKN1A,HSPA5,SFN,RUNX1	4	4/415	4/14132	0.725112747674701	14132	0.927541226233719	combined_BrafG469A	BrafG469A	combined	Active
Microcephaly (physical finding)	C4551563	CURATED	357	ATP6V0A1,YWHAG,SPTAN1,SLC2A1,SPOCK1,CDC6,ASPM,FRMD4A,NUS1,EXT1	10	10/415	10/14132	0.725900965226351	14132	0.927541226233719	combined_BrafG469A	BrafG469A	combined	Active
Thrombocytopenia	C0040034	CURATED	128	RUNX1,THBD,HLA-A,MYH9	4	4/415	4/14132	0.730009298424686	14132	0.927541226233719	combined_BrafG469A	BrafG469A	combined	Active
Intellectual Disability	C3714756	CURATED	694	ZSWIM6,BRAF,ACSL4,JMJD1C,ASPM,BCKDK,SLC2A1,SPTAN1,TUSC3,ZDHHC16,YWHAG,HRAS,CLN8,SPTBN1,ANGPT2,ATP6V0A1,PSMD12,NAA15,CHAF1B	19	19/415	19/14132	0.740711889879421	14132	0.935636071426638	combined_BrafG469A	BrafG469A	combined	Active
Obesity	C0028754	CURATED	293	MYH9,FOS,SLC16A7,TFRC,FOXC2,VGF,SLC2A1,HSPA5	8	8/415	8/14132	0.761575527821833	14132	0.944057201572327	combined_BrafG469A	BrafG469A	combined	Active
Congenital heart disease	C0152021	CURATED	95	VEGFA,UGDH,CSRP1	3	3/415	3/14132	0.772752325958283	14132	0.944057201572327	combined_BrafG469A	BrafG469A	combined	Active
Malignant neoplasm of ovary	C1140680	CURATED	139	BRAF,TFRC,EXT1,CD59	4	4/415	4/14132	0.779432311099631	14132	0.944057201572327	combined_BrafG469A	BrafG469A	combined	Active
Acute lymphocytic leukemia	C0023449	CURATED	98	RUNX1,SH2B3,HCK	3	3/415	3/14132	0.78741000457402	14132	0.944057201572327	combined_BrafG469A	BrafG469A	combined	Active
Mixed bipolar I disorder	C0236780	CURATED	98	PLEKHO1,TAC1,BHLHE40	3	3/415	3/14132	0.78741000457402	14132	0.944057201572327	combined_BrafG469A	BrafG469A	combined	Active
Adult Glioblastoma	C0278878	CURATED	98	BHLHE40,RUNX1,VEGFA	3	3/415	3/14132	0.78741000457402	14132	0.944057201572327	combined_BrafG469A	BrafG469A	combined	Active
Primary Glioblastoma	C1514422	CURATED	98	BHLHE40,RUNX1,VEGFA	3	3/415	3/14132	0.78741000457402	14132	0.944057201572327	combined_BrafG469A	BrafG469A	combined	Active
Basal Cell Neoplasm	C0206710	CURATED	141	JUN,MYH9,CSPG4,PROCR	4	4/415	4/14132	0.787571862428207	14132	0.944057201572327	combined_BrafG469A	BrafG469A	combined	Active
Malignant basal cell tumor	C1368295	CURATED	141	CSPG4,JUN,MYH9,PROCR	4	4/415	4/14132	0.787571862428207	14132	0.944057201572327	combined_BrafG469A	BrafG469A	combined	Active
Bipolar I disorder, most recent episode manic (disorder)	C0024713	CURATED	99	TAC1,BHLHE40,PLEKHO1	3	3/415	3/14132	0.792108037133036	14132	0.944057201572327	combined_BrafG469A	BrafG469A	combined	Active
Neurodevelopmental abnormality	C4022737	CURATED	100	KDM6B,SPTAN1,ZDHHC16	3	3/415	3/14132	0.796714331874097	14132	0.944057201572327	combined_BrafG469A	BrafG469A	combined	Active
Stomach Neoplasms	C0038356	CURATED	349	MAPK8,CD44,AREG,CDKN1A,JUN,THBD,CXCR4,FOSL1,HRAS	9	9/415	9/14132	0.808750186310403	14132	0.944057201572327	combined_BrafG469A	BrafG469A	combined	Active
Ductal Breast Carcinoma	C1527349	CURATED	103	HLA-A,NTS,AMFR	3	3/415	3/14132	0.809996004421923	14132	0.944057201572327	combined_BrafG469A	BrafG469A	combined	Active
Glioblastoma	C0017636	CURATED	104	VEGFA,BHLHE40,RUNX1	3	3/415	3/14132	0.814248566838723	14132	0.944057201572327	combined_BrafG469A	BrafG469A	combined	Active
Developmental Disabilities	C0008073	CURATED	149	KDM6B,NAA15,SLC2A1,SPTAN1	4	4/415	4/14132	0.817675334133755	14132	0.944057201572327	combined_BrafG469A	BrafG469A	combined	Active
Depression, Bipolar	C0005587	CURATED	105	TAC1,BHLHE40,PLEKHO1	3	3/415	3/14132	0.818416000542529	14132	0.944057201572327	combined_BrafG469A	BrafG469A	combined	Active
Autistic Disorder	C0004352	CURATED	433	LAMB3,ATP6V0A1,PRKCI,INPP1,PLAUR,NAA15,REEP3,HLA-A,EXT1,HRAS,ILDR2	11	11/415	11/14132	0.822662576122568	14132	0.944057201572327	combined_BrafG469A	BrafG469A	combined	Active
Kidney Failure, Chronic	C0022661	CURATED	107	MYH9,TGFB1,CYBA	3	3/415	3/14132	0.826500748840628	14132	0.944057201572327	combined_BrafG469A	BrafG469A	combined	Active
Cholestasis	C0008370	CURATED	108	EGR1,ABCB11,BTG3	3	3/415	3/14132	0.830420686568251	14132	0.944057201572327	combined_BrafG469A	BrafG469A	combined	Active
Cerebellar Ataxia	C0007758	CURATED	110	PTRH2,SLC2A1,ATP6V0A1	3	3/415	3/14132	0.838022206684341	14132	0.946919673644785	combined_BrafG469A	BrafG469A	combined	Active
Malignant neoplasm of stomach	C0024623	CURATED	111	CXCR4,FOSL1,EPCAM	3	3/415	3/14132	0.841706376573143	14132	0.946919673644785	combined_BrafG469A	BrafG469A	combined	Active
Mesothelioma malignant advanced	C0278752	CURATED	117	ANXA2,CDKN1A,SLC2A1	3	3/415	3/14132	0.862259353462292	14132	0.948906463201928	combined_BrafG469A	BrafG469A	combined	Active
Diffuse malignant mesothelioma	C0392400	CURATED	117	CDKN1A,ANXA2,SLC2A1	3	3/415	3/14132	0.862259353462292	14132	0.948906463201928	combined_BrafG469A	BrafG469A	combined	Active
Asbestos-Related Malignant Mesothelioma	C1332338	CURATED	117	CDKN1A,SLC2A1,ANXA2	3	3/415	3/14132	0.862259353462292	14132	0.948906463201928	combined_BrafG469A	BrafG469A	combined	Active
Malignant mesothelioma	C0345967	CURATED	118	ANXA2,CDKN1A,SLC2A1	3	3/415	3/14132	0.86543783912398	14132	0.948906463201928	combined_BrafG469A	BrafG469A	combined	Active
Congenital neurologic anomalies	C0497552	CURATED	118	ASPM,TUSC3,SPRED1	3	3/415	3/14132	0.86543783912398	14132	0.948906463201928	combined_BrafG469A	BrafG469A	combined	Active
Adenocarcinoma	C0001418	CURATED	121	GRB7,VEGFA,TGFB1	3	3/415	3/14132	0.874574249205683	14132	0.954080999133473	combined_BrafG469A	BrafG469A	combined	Active
Malignant neoplasm of large intestine	C0346629	CURATED	173	LIG4,SH2B3,BRAF,SPOP	4	4/415	4/14132	0.887099260751253	14132	0.962881609659651	combined_BrafG469A	BrafG469A	combined	Active
Charcot-Marie-Tooth Disease	C0007959	CURATED	133	HSPB8,ARF1,SDHC	3	3/415	3/14132	0.905686953485285	14132	0.978141909764108	combined_BrafG469A	BrafG469A	combined	Active
Neurodevelopmental delay	C4022738	CURATED	238	NAA15,KDM6B,SPTBN1,BRAF,SPRED1	5	5/415	5/14132	0.922480668555079	14132	0.988622338557883	combined_BrafG469A	BrafG469A	combined	Active
Global developmental delay	C0557874	CURATED	388	PIGW,ATP6V0A1,ACSL4,CHAF1B,BRAF,PTRH2,SLC2A1,NAA15	8	8/415	8/14132	0.941389289338112	14132	0.988622338557883	combined_BrafG469A	BrafG469A	combined	Active
Bladder Neoplasm	C0005695	CURATED	206	AMFR,HRAS,TFRC,CDKN1A	4	4/415	4/14132	0.944010497802088	14132	0.988622338557883	combined_BrafG469A	BrafG469A	combined	Active
Heart failure	C0018801	CURATED	207	MAP2K1,PNPLA2,GDF15,VEGFA	4	4/415	4/14132	0.945223606222167	14132	0.988622338557883	combined_BrafG469A	BrafG469A	combined	Active
Congestive heart failure	C0018802	CURATED	207	PNPLA2,VEGFA,GDF15,MAP2K1	4	4/415	4/14132	0.945223606222167	14132	0.988622338557883	combined_BrafG469A	BrafG469A	combined	Active
Schizophrenia	C0036341	CURATED	1047	TPT1,JUN,NTS,TGFB1,BTBD9,KCTD12,YWHAE,CCDC68,CLU,DHCR24,HLA-A,VRK2,TAC1,ARC,MAPK8,BHLHE40,SHKBP1,HOMER1,HLA-B,HSPA9,LSAMP,NRGN,CSPG4,SH2B3	24	24/415	24/14132	0.946584751982652	14132	0.988622338557883	combined_BrafG469A	BrafG469A	combined	Active
Seizures	C0036572	CURATED	308	ATP6V0A1,ZSWIM6,YWHAG,SPTAN1,CLN8,SLC2A1	6	6/415	6/14132	0.950726073398692	14132	0.988622338557883	combined_BrafG469A	BrafG469A	combined	Active
Malignant neoplasm of breast	C0006142	CURATED	744	CAVIN1,CLU,MYH9,TGFB1,FBXO8,TMEM39A,KEAP1,RCE1,AREG,DUSP1,SPTAN1,AMFR,RAC2,GOLIM4,GPC1,EXT1	16	16/415	16/14132	0.955853548400684	14132	0.988622338557883	combined_BrafG469A	BrafG469A	combined	Active
Malignant neoplasm of urinary bladder	C0005684	CURATED	218	HRAS,CDKN1A,TFRC,AMFR	4	4/415	4/14132	0.957049465448593	14132	0.988622338557883	combined_BrafG469A	BrafG469A	combined	Active
Malignant neoplasm of prostate	C0376358	CURATED	629	PLEKHA4,VEGFA,CD44,FBH1,LIG4,MAMLD1,SRD5A1,SLC25A32,ATP6V0A1,CXCR4,CHAF1B,SPOP,RAC2	13	13/415	13/14132	0.961160606931275	14132	0.988622338557883	combined_BrafG469A	BrafG469A	combined	Active
Colorectal Carcinoma	C0009402	CURATED	473	BRAF,LAMB3,CORO2B,CD59,CCNB3,HIVEP3,SMTN,PPP2R1B,ACSL4	9	9/415	9/14132	0.970301349240643	14132	0.99329427220843	combined_BrafG469A	BrafG469A	combined	Active
Autism Spectrum Disorders	C1510586	CURATED	572	ACSL4,JMJD1C,BAIAP2,CORO1A,SLC25A25,CLN8,NAA15,FLT1,DHCR24,TFRC,MAP2K1	11	11/415	11/14132	0.974932924223332	14132	0.993327885057735	combined_BrafG469A	BrafG469A	combined	Active
Cardiomyopathy, Dilated	C0007193	CURATED	259	FBXO32,DOLK,BRAF,BAG3	4	4/415	4/14132	0.983203087421501	14132	0.99493648630665	combined_BrafG469A	BrafG469A	combined	Active
Neurodevelopmental Disorders	C1535926	CURATED	674	HIVEP3,RACK1,KDM6B,PSMD12,ZSWIM6,SPTBN1,ATP6V1C1,SPTAN1,TUSC3,NAA15,JMJD1C,KDM2A	12	12/415	12/14132	0.9902205187524	14132	0.99493648630665	combined_BrafG469A	BrafG469A	combined	Active
Cardiomyopathies	C0878544	CURATED	223	TRIB3,YWHAH,BAG3	3	3/415	3/14132	0.990330298870045	14132	0.99493648630665	combined_BrafG469A	BrafG469A	combined	Active
Retinal Dystrophies	C0854723	CURATED	405	DHDDS,DNAJC30,CCDC51	3	3/415	3/14132	0.999934800480824	14132	0.999934800480824	combined_BrafG469A	BrafG469A	combined	Active
Specific learning disability	C4025790	CURATED	13	RPS6KA3,ADGRL1,MAPK1	3	3/164	3/14132	0.00959983289921353	14132	0.420106868711356	combined_ERK2AA	ERK2AA	combined	Inactive
Major Depressive Disorder	C1269683	CURATED	229	HSP90AA1,MCTP2,PEA15,LSAMP,SGK1,NEFL,PCNT,FKBP5	8	8/164	8/14132	0.0175017750520141	14132	0.420106868711356	combined_ERK2AA	ERK2AA	combined	Inactive
Unipolar Depression	C0041696	CURATED	231	SGK1,HSP90AA1,LSAMP,PEA15,MCTP2,FKBP5,NEFL,PCNT	8	8/164	8/14132	0.0182655160309285	14132	0.420106868711356	combined_ERK2AA	ERK2AA	combined	Inactive
Transient Ischemic Attack	C0007787	CURATED	22	ILK,NDRG2,NOTCH3	3	3/164	3/14132	0.0265587503148205	14132	0.454956955912907	combined_ERK2AA	ERK2AA	combined	Inactive
Mammary Neoplasms	C1458155	CURATED	524	THBS1,TFPI2,EEF1B2,NOTCH3,YAP1,DNMT3B,ANKRD34A,HMMR,SFRP5,TP73,HSP90AA1,TRERF1	12	12/164	12/14132	0.041903026364263	14132	0.454956955912907	combined_ERK2AA	ERK2AA	combined	Inactive
Mental Retardation	C0025362	CURATED	165	STRA6,CHD8,EEF1B2,FOXG1,RPS6KA3,SC5D	6	6/164	6/14132	0.0432884202415539	14132	0.454956955912907	combined_ERK2AA	ERK2AA	combined	Inactive
Mood Disorders	C0525045	CURATED	168	HCN4,DNMT3B,FKBP5,NTS,HSP90AA1,KCTD12	6	6/164	6/14132	0.0461550534984109	14132	0.454956955912907	combined_ERK2AA	ERK2AA	combined	Inactive
melanoma	C0025202	CURATED	250	RAP1GAP,TFPI2,MAPK1,GDF15,MAP2K2,GPAM,RAC2	7	7/164	7/14132	0.0713729896540532	14132	0.560425588188986	combined_ERK2AA	ERK2AA	combined	Inactive
Liver carcinoma	C2239176	CURATED	646	GDF15,CSPG4,CKAP2L,PKM,SLIT2,TFPI2,FAM83D,ASPM,RPS6KA3,NOTCH3,KIF14,YAP1,HMMR	13	13/164	13/14132	0.0730989897637808	14132	0.560425588188986	combined_ERK2AA	ERK2AA	combined	Inactive
Neurodevelopmental Disorders	C1535926	CURATED	674	PSMC5,CHD8,GABRB3,CHAMP1,EEF1B2,AGO2,EEF1D,TP73,MED12L,FOXG1,ERF,ADGRL1,MRTFB	13	13/164	13/14132	0.0930026693811409	14132	0.60967244765469	combined_ERK2AA	ERK2AA	combined	Inactive
Craniofacial Abnormalities	C0376634	CURATED	150	GPC6,DNMT3B,ERF,STRA6,GABRB3	5	5/164	5/14132	0.0971941583217621	14132	0.60967244765469	combined_ERK2AA	ERK2AA	combined	Inactive
Ductal Breast Carcinoma	C1527349	CURATED	103	SYT6,NEFL,NTS,NOTCH3	4	4/164	4/14132	0.117827243221562	14132	0.620409679066234	combined_ERK2AA	ERK2AA	combined	Inactive
Myoepithelioma	C0027070	CURATED	104	CORO2A,CLSPN,GABRB3,HIVEP1	4	4/164	4/14132	0.120350377351491	14132	0.620409679066234	combined_ERK2AA	ERK2AA	combined	Inactive
Large head (disorder)	C2243051	CURATED	53	MAPK1,CHD8,RPS6KA3	3	3/164	3/14132	0.125880224738077	14132	0.620409679066234	combined_ERK2AA	ERK2AA	combined	Inactive
Cocaine-Related Disorders	C0236736	CURATED	112	ILK,RPS6KA5,MAPK1,AGO2	4	4/164	4/14132	0.141226348856301	14132	0.649641204738984	combined_ERK2AA	ERK2AA	combined	Inactive
Neoplasm Invasiveness	C0027626	CURATED	198	MAPK1,YAP1,TIMP1,PKM,RPS6KA3	5	5/164	5/14132	0.198327143544622	14132	0.672564405156554	combined_ERK2AA	ERK2AA	combined	Inactive
Bipolar Disorder	C0005586	CURATED	483	CSRP1,FKBP5,NEFL,PCNT,FADS2,MAPK1,RPS6KA2,KCTD12,GABRB3	9	9/164	9/14132	0.1994957308907	14132	0.672564405156554	combined_ERK2AA	ERK2AA	combined	Inactive
Autism Spectrum Disorders	C1510586	CURATED	572	CHD8,SLITRK5,DNMT3B,THBS1,FOXG1,GABRB3,DHCR24,CYP2S1,NOTCH3,RPS6KA2	10	10/164	10/14132	0.220564724584728	14132	0.672564405156554	combined_ERK2AA	ERK2AA	combined	Inactive
Basal Cell Neoplasm	C0206710	CURATED	141	CHGA,UBAC2,FSCN1,CSPG4	4	4/164	4/14132	0.225005167155041	14132	0.672564405156554	combined_ERK2AA	ERK2AA	combined	Inactive
Malignant basal cell tumor	C1368295	CURATED	141	CHGA,UBAC2,CSPG4,FSCN1	4	4/164	4/14132	0.225005167155041	14132	0.672564405156554	combined_ERK2AA	ERK2AA	combined	Inactive
Schizophrenia	C0036341	CURATED	1047	THBS1,NEFL,NTS,PCNT,MAPK1,CHGA,KCTD12,DNMT3B,GABRB3,CRMP1,DHCR24,MCTP2,PTPRZ1,FADS2,LSAMP,CSPG4	16	16/164	16/14132	0.233927847531678	14132	0.672564405156554	combined_ERK2AA	ERK2AA	combined	Inactive
Small cell carcinoma of lung	C0149925	CURATED	80	SLIT2,DNMT3B,TP73	3	3/164	3/14132	0.237673837210038	14132	0.672564405156554	combined_ERK2AA	ERK2AA	combined	Inactive
Malignant neoplasm of breast	C0006142	CURATED	744	CLSPN,TP73,DUSP1,GAB1,KIF16B,LZTS2,RAC2,RPS6KA3,F5,RAP1GAP,CFL2,HMMR	12	12/164	12/14132	0.246399568060273	14132	0.672564405156554	combined_ERK2AA	ERK2AA	combined	Inactive
Osteoporosis	C0029456	CURATED	87	PKM,GPC6,RSU1	3	3/164	3/14132	0.267794549538393	14132	0.672564405156554	combined_ERK2AA	ERK2AA	combined	Inactive
Adenocarcinoma of large intestine (disorder)	C1319315	CURATED	88	DNMT3B,RPS6KA2,MAPK1	3	3/164	3/14132	0.272101635303323	14132	0.672564405156554	combined_ERK2AA	ERK2AA	combined	Inactive
Abnormality of the brain	C4021085	CURATED	88	SLITRK5,KLHL15,NOTCH3	3	3/164	3/14132	0.272101635303323	14132	0.672564405156554	combined_ERK2AA	ERK2AA	combined	Inactive
Intellectual Disability	C3714756	CURATED	694	MAPK1,CKAP2L,ASPM,EEF1B2,CHD8,RPS6KA3,MED12L,ADGRL1,GABRB3,CHAMP1,FOXG1	11	11/164	11/14132	0.286287682643135	14132	0.672564405156554	combined_ERK2AA	ERK2AA	combined	Inactive
Carcinoma	C0007097	CURATED	163	PKM,SGK1,ID3,DNMT3B	4	4/164	4/14132	0.293643612158348	14132	0.672564405156554	combined_ERK2AA	ERK2AA	combined	Inactive
Malignant epithelioma	C0553707	CURATED	163	ID3,DNMT3B,SGK1,PKM	4	4/164	4/14132	0.293643612158348	14132	0.672564405156554	combined_ERK2AA	ERK2AA	combined	Inactive
Epithelioma	C1368683	CURATED	163	ID3,DNMT3B,PKM,SGK1	4	4/164	4/14132	0.293643612158348	14132	0.672564405156554	combined_ERK2AA	ERK2AA	combined	Inactive
