Majority protein IDs	Gene_name_canonical	graph_localization_annotation	umap_1	umap_2	3D_umap_1	3D_umap_2	3D_umap_3
J3KQ32;Q9NTK5;B4DK14;Q53SQ6	OLA1	cytosol	-13.580197	-8.397047	8.225038	8.405658	2.6549916
A0A0S2Z500;Q96CV9;B7ZA56;B4E184;A0A0S2Z5I6	OPTN	cytosol	-13.413244	-10.3302	6.260781	8.146635	1.5023009
B2RDK3;Q9H1P3;A0A2R8YEX0;A0A2R8YD49;A0A2R8YDU7;A0A2R8Y690;A0A2R8YG59;A0A2R8YG95;E7ET92	OSBPL2	cytosol	-12.979854	-10.480621	6.392184	8.28126	1.9586043
Q8WVF1;C9JF58	OSCP1	cytosol	-13.6909895	-11.046204	5.9415736	8.23613	1.2348917
A8K646;Q92882	OSTF1	cytosol	-13.143171	-7.7096233	8.550065	8.48826	3.2382755
J3KR44;Q96FW1;F5H6Q1;F5GYN4;Q659F9;F5GYJ8;F5H3F0	OTUB1	cytosol	-13.60605	-7.7088327	8.811057	8.788459	3.0648596
Q96DC9	OTUB2	cytosol	-13.426733	-11.090009	6.0025454	8.585229	1.1996256
Q96G74;A0A024QZ09;A0A087WXV6	OTUD5	cytosol	-12.815372	-9.78649	6.345853	9.232236	2.0534832
Q8N6M0;A0A087X0W9	OTUD6B	cytosol	-12.340977	-9.834741	6.341008	8.8030405	2.2897456
Q6GQQ9;Q5SZ59	OTUD7B	cytosol	-12.142198	-9.428743	6.357487	8.944994	2.624327
Q96BN8	OTULIN	cytosol	-13.523155	-10.247279	6.5798235	8.821738	1.52705
Q8N573;H0YC07;Q05CY8	OXR1	cytosol	-13.776399	-10.422753	6.353254	8.026282	1.1678814
O95747	OXSR1	cytosol	-13.488774	-7.6098585	8.8232	8.732127	3.0768373
Q9BRP4;A0A024R5N4;F5H0C4;F5H103;F5H3I1	PAAF1	cytosol	-13.479849	-10.232704	6.4825544	8.699022	1.4976438
B4E242;B3KX07;Q96E09	PABIR1	cytosol	-13.734068	-10.482053	6.350099	8.3394985	0.92803884
Q7Z309;G1UD80;G1UD79	PABIR2	cytosol	-13.764752	-10.536378	6.2415385	8.596991	1.2585412
P68402;V9HW44	PAFAH1B2	cytosol	-13.249261	-8.413307	8.073295	8.584925	2.865191
A0A024R0L6;Q15102;M0R389;M0R1K3	PAFAH1B3	cytosol	-13.514558	-8.576579	8.090331	8.802809	2.4667058
Q9ULR5	PAIP2B	cytosol	-13.283688	-10.246517	6.466419	8.782524	1.5735196
A0A024R5P0;Q13153;A8KAN3;E9PM17;B7Z3K0	PAK1	cytosol	-13.122302	-8.687884	7.669689	8.374239	2.8073652
Q13177	PAK2	cytosol	-13.550049	-7.6545105	8.7855215	8.806353	3.0700552
Q8TE04;B3KWN3	PANK1	cytosol	-13.472859	-10.280311	6.5145135	8.455667	1.4638227
Q9BZ23;Q6P1K9;A0A2R8YF29	PANK2	cytosol	-13.360431	-10.43542	6.2027893	8.782554	1.2840885
Q9H999	PANK3	cytosol	-13.561792	-10.49688	6.6239014	8.220996	1.15836
Q9NVE7;E9PHT6;Q7RTX2	PANK4	cytosol	-12.4841385	-9.466475	6.5597343	9.378593	2.4137483
O43252;Q05BW9	PAPSS1	cytosol	-12.15175	-10.684245	7.3635387	9.022758	1.8479633
O95340;Q5TB52;B4DWB5	PAPSS2	cytosol	-13.783404	-10.694453	6.4677095	8.459664	1.1029868
Q96RG2;B7Z7R6;B7Z7V7;B7Z474	PASK	cytosol	-13.439562	-10.311656	6.540312	9.003766	1.3176625
V9HWH0;Q96KB5;E5RFX4	PBK	cytosol	-13.097873	-9.957146	6.4438124	9.072609	1.782239
A0A024QZK5;P30039;A0A0C4DFS0;B2R5Q8	PBLD	cytosol	-13.275321	-10.6103735	6.5863624	8.5460415	1.2225077
P61457;Q6FGB3	PCBD1	cytosol	-13.890107	-10.643318	6.72687	8.54346	0.9184355
Q99447;B7Z4W6;B3KSC8;I3L1R7;I3L3V9;I3L1L9	PCYT2	cytosol	-13.195057	-10.530135	6.410124	8.622177	1.4759773
Q9BUL8;C9J5C3;C9J6F3;C9J363;C9JSA3;C9JND6;H7C5M9	PDCD10	cytosol	-13.389857	-7.3488626	8.936755	8.362584	3.2196324
Q53FC3;O75340;A0A024QZ42	PDCD6	cytosol	-13.329689	-8.148649	8.277247	8.945009	2.9580126
Q8WUM4;B7Z5C1	PDCD6IP	cytosol	-13.513274	-7.60062	8.83898	8.6754875	3.120477
Q13371	PDCL	cytosol	-13.313168	-10.251455	6.576423	8.346548	1.7376735
E9PQG4	PDE4DIP	cytosol	-13.915938	-10.648379	6.612702	8.551157	1.0961412
I6NLS4;G5E9C5;O76074	PDE5A	cytosol	-13.366838	-11.075284	6.0664387	8.367594	1.1749022
Q6IB24;O43924;B8ZZK5;C9IZ52	PDE6D	cytosol	-13.720541	-10.6228895	6.6461825	8.410505	0.9738433
B3KPU0;E5RGS7;A0A087WVI1	PDLIM2	cytosol	-13.790354	-10.3783865	6.575576	8.663412	1.1019132
A0A087WYF8;Q53GG5;A0A2R8Y6L7;A0A2U3TZH4	PDLIM3	cytosol	-13.650913	-9.670602	6.952142	8.379625	1.8444388
O15530;Q53HJ9	PDPK1	cytosol	-13.564786	-9.56654	7.1853027	8.085536	1.9621358
V9HWC3;O00764;F2Z2Y4;G1UI32	PDXK	cytosol	-13.715105	-9.64081	7.152936	8.182379	1.7385827
A0A024R1I3;Q96GD0	PDXP	cytosol	-13.888396	-10.421121	6.521231	7.9202456	1.1503404
Q15121;B1AKZ4;B1AKZ5	PEA15	cytosol	-13.841724	-10.118132	6.8812656	8.105501	1.5925287
A0A384MQX5;Q9UBV8	PEF1	cytosol	-13.209831	-10.952593	6.444457	8.838433	1.2243279
J3K000;A0A140VJR2;P12955;A0A494C165;K7ES25;A0A494C194	PEPD	cytosol	-13.657504	-10.185305	6.752021	8.452594	1.1325628
A2I2P6;A8K4U6;O15534;J3KRL7;J3KTM2	PER1	cytosol	-13.420703	-11.003012	6.2911263	8.292626	0.93776196
Q6FGN1;O00628;A0A7I2V2W7;A0A7I2V2J8	PEX7	cytosol	-12.936017	-10.635892	6.670516	8.3344345	1.5536822
A8K8N7;A8K9T9;O15067;B4DJ26	PFAS	cytosol	-13.025054	-8.995607	7.253851	8.995211	2.5769973
Q9NQP4;E9PQY2	PFDN4	cytosol	-13.800393	-10.128916	6.6587806	8.054376	1.5129707
Q99471;H3BPF6;H3BMQ1;A0A0D9SFR8	PFDN5	cytosol	-12.756521	-8.854602	7.405393	9.411294	3.1708794
Q16875;Q5W015;Q5VX20;A0A1W2PR17;F2Z2I2	PFKFB3	cytosol	-13.71007	-10.978021	6.1337886	8.664983	1.0743412
Q66S35;B2R6L2;Q16877;Q5XLC3	PFKFB4	cytosol	-13.654636	-10.499643	6.199947	8.707388	1.270625
P17858;Q7L2M7;Q9BSP4	PFKL	cytosol	-13.595033	-8.2978525	8.225728	8.5517235	2.7419832
P08237;A0A024R0Y5;A0A0S2Z4A1;A0A0S2Z4I1;Q96I60;F8VZI0;B4E162;Q7KYX9	PFKM	cytosol	-13.112785	-8.18793	8.112677	8.745561	3.134404
Q01813;A0A7I2V3Z0;B1APP6;Q8WTZ9	PFKP	cytosol	-13.511555	-9.516419	7.100952	8.235639	1.9054741
Q6FHU2;Q53G35;P18669;Q6P6D7;Q0D2Q6;Q6FHK8;B4DKL5	PGAM1	cytosol	-13.458054	-8.007682	8.429165	8.512453	3.0097315
Q8N414	PGBD5	cytosol	-13.704555	-10.652572	6.719771	8.534011	1.0508146
P52209;B4E2U0;B4DL86;B4DV68;A9Z1X1	PGD	cytosol	-13.610648	-8.315677	8.296219	8.305942	2.7278438
P53609	PGGT1B	cytosol	-13.697488	-10.739368	5.9500294	8.319175	1.2538129
V9HWF4;P00558;B4E1H9	PGK1	cytosol	-13.38915	-7.8127813	8.579821	8.383934	3.1096892
A0A0K0K1K7;O95336;M0R261	PGLS	cytosol	-13.089644	-10.054122	6.7035823	8.313694	1.6753951
P36871;B4DFP1;A0A3B3ITK7	PGM1	cytosol	-13.426522	-8.946562	7.706648	8.457032	2.4551814
Q96G03;B4DN40	PGM2	cytosol	-13.748106	-10.013235	6.9190965	8.333843	1.3222544
Q6PCE3	PGM2L1	cytosol	-13.779227	-10.547765	6.64155	8.464255	1.2201864
O95394;H0Y987;B3KN28;A0A494C0G1;A0A494C1E2;A0A087WT27;J3KN95;A0A494C1Q4;A0A494C099	PGM3	cytosol	-12.553616	-9.697669	6.4819765	9.045088	2.3035262
A6NDG6	PGP	cytosol	-13.698202	-9.63239	7.1854663	8.163472	1.8204403
Q9NXJ5	PGPEP1	cytosol	-13.556708	-10.817403	6.1308413	8.478306	0.97054935
Q9BSU1;A0A024R6W4;H3BSG0	PHAF1	cytosol	-13.290957	-10.780483	6.18233	8.556022	1.5940484
Q9H814	PHAX	cytosol	-13.652644	-10.505551	6.469362	8.184966	1.464928
P46020;A6NMN0;A6NIT2	PHKA1	cytosol	-12.428323	-9.515552	6.9801683	9.349171	2.4301717
P46019	PHKA2	cytosol	-13.641167	-11.1260605	5.9063063	8.622757	1.0423739
Q93100	PHKB	cytosol	-13.499153	-9.939375	6.776982	8.563959	1.4502449
J3KNN3;P15735;H3BP07;H3BTW6;A0A024QZE8;Q59GQ4	PHKG2	cytosol	-13.703091	-10.326912	6.577341	8.818147	1.2196258
O60346	PHLPP1	cytosol	-13.101231	-9.283133	7.169518	8.220075	2.4031532
H3BMS5;Q6ZVD8;Q3ZCW4;I3L187	PHLPP2	cytosol	-13.946191	-10.064182	6.691152	8.114765	1.4439169
V9HWC4;Q9NRX4;Q6FIE5	PHPT1	cytosol	-13.532794	-8.812888	7.9451737	8.311304	2.467093
Q5SRE7;G5E9M0;X6RJK6;A0A024R893;B3KNT6	PHYHD1	cytosol	-13.798342	-10.298459	6.495042	8.838565	1.2132677
Q53HE0;B3KM22;A0A024R1J5;Q9NRD5;F6V107	PICK1	cytosol	-11.534227	-10.845839	7.7690096	9.107558	3.4688134
A8YXX4;P15104;B4DWM6;A1L199	PIG59	cytosol	-13.296813	-8.45741	8.152362	8.791852	2.8207247
Q6ZUJ8	PIK3AP1	cytosol	-13.604159	-11.126018	5.899378	8.593392	0.9914459
Q13526;K7EN45	PIN1	cytosol	-13.163605	-8.346557	8.208353	8.705936	3.2096076
A0A024RBX6;O00625	PIR	cytosol	-13.159994	-9.562817	6.834952	8.954693	1.9628814
V9HWC5;Q00169;F5GWE5;B4E1U1;I3L459;I3L4H1;I3L4C0	PITPNA	cytosol	-13.514268	-10.973884	6.0217805	8.406331	1.1814281
P48739;B2R7P6;A0A0A0MSW4;B3KYB7	PITPNB	cytosol	-13.436892	-9.130745	7.6421976	8.665116	2.399464
E7EU35;A0A0C4DGP0	PITPNC1	cytosol	-12.979344	-10.379538	6.4792333	8.62132	1.684633
B2R787;A0A024R5I7;O00562;E9PMS0;E9PSD1	PITPNM1	cytosol	-13.433293	-10.593085	6.415651	8.238356	1.0571659
B4DGK0;B3KU76;Q8NG27;B4DDN5;A8K3C8	PJA1	cytosol	-13.416088	-10.169412	6.552827	8.160217	1.3566846
D4Q8H0	pk	cytosol	-12.805943	-9.544807	6.7285047	9.195954	2.211792
P61925;A0A024R7Y9;B2R4K1	PKIA	cytosol	-13.704904	-11.007174	6.087986	8.268442	0.9569854
Q5T0Z6;Q9C010	PKIB	cytosol	-13.69244	-11.101535	6.04332	8.482994	1.0648487
Q9Y2B9;Q549H9;Q5H937	PKIG	cytosol	-13.882239	-10.782345	6.2642612	8.748375	1.122753
A0A024R5Z9;B4DRT3;H3BTN5;H3BQ34;Q504U3	PKM	cytosol	-13.341021	-10.644762	6.4044313	7.9918675	1.1252625
P47712;A8K2S1;B4DZI4	PLA2G4A	cytosol	-12.669641	-9.53375	6.6412206	9.149955	2.3099034
P19174	PLCG1	cytosol	-13.587215	-10.885688	6.136866	8.463883	1.3176801
Q4LE43	PLCG1	cytosol	-11.834562	-6.049778	9.002812	6.2115297	3.6966527
P16885;A0A0A0MRF9;B4E3H3	PLCG2	cytosol	-13.444934	-10.557215	6.145343	8.268046	1.5111914
Q8IYS1	PM20D2	cytosol	-13.583162	-10.521641	6.6871543	8.355515	1.5282205
Q92871;A0A024R1U5	PMM1	cytosol	-13.596348	-10.703076	6.211929	8.248485	1.1332827
A0A0S2Z4J6;O15305;B2R6D4;A0A291FGD1;H3BV55;H3BPH4;B7Z6A1;B7Z419;H3BRM0	PMM2	cytosol	-13.54704	-10.923849	6.0394526	8.150652	1.1218432
Q68D20	PMS2CL	cytosol	-13.839326	-10.610506	6.4629664	8.602281	0.9168533
Q6FGV9;Q15126	PMVK	cytosol	-12.847953	-9.675906	6.693586	8.758921	2.2643049
V9HWH6;Q8N7G1;P00491;G3V5M2	PNP	cytosol	-13.581759	-7.816919	8.563557	8.4140215	2.9029932
Q07864;Q9Y5S4;Q9UNF3;F5H1D6;Q9Y5S5;D3DXI9;Q59EA9	POLE	cytosol	-12.413718	-8.576026	7.1522627	8.95924	2.9856496
Q9NR33	POLE4	cytosol	-11.550989	-8.987389	6.2115884	8.492051	2.944214
L0R6H6;Q6EEV4	POLR2M	cytosol	-12.500516	-9.845192	6.265618	9.12838	2.255319
O14802;B7Z6H4	POLR3A	cytosol	-12.445435	-9.073197	7.0887704	9.472597	3.063574
Q7Z3R8;Q9NW08;B3KRQ8	POLR3B	cytosol	-12.838116	-8.729364	7.420156	9.348906	3.2390594
P05423;D3DSR2;E5RHT4	POLR3D	cytosol	-12.592784	-9.439877	6.6343875	9.153181	2.3618226
Q9H1D9;Q53FI8;Q05DB8	POLR3F	cytosol	-12.410092	-9.990051	7.200014	9.025969	2.7651541
D6R9U7;A0A024RAM1;O15318;A0A7I2R591;D6RIT0;D6RJH6	POLR3G	cytosol	-12.620278	-10.359904	6.271224	8.032327	2.0678918
A0A024R1P3;Q9Y535;E7ERZ2;Q6ZPA8;F8WDV1	POLR3H	cytosol	-12.507437	-9.85772	6.346215	8.886146	2.392293
Q9Y2Y1	POLR3K	cytosol	-12.611015	-9.673372	6.4858184	9.2874365	2.385712
Q15181;V9HWB5	PPA1	cytosol	-13.546478	-8.3336315	8.291853	8.407233	2.7718215
Q53H22;A8K4H7;Q06203	PPAT	cytosol	-13.154809	-8.294067	8.036625	8.74417	3.1133747
Q96CD2;H3BRQ0;H3BQB0;H3BSE3	PPCDC	cytosol	-13.350038	-10.882631	6.1899924	8.763015	1.2819029
Q9HAB8	PPCS	cytosol	-13.508143	-11.070035	6.008862	8.676645	1.154184
O75145	PPFIA3	cytosol	-12.439488	-9.569433	6.3816433	8.943353	2.446127
V9HWF5;A8K486;P62937;B2RE56;B4DM82;F8WE65;C9J5S7	PPIA	cytosol	-13.573527	-8.791357	7.911051	8.219901	2.4259617
E5KN55;Q08752;E5KN59;Q6FGM6	PPID	cytosol	-13.211025	-9.450705	7.0007224	8.534958	2.1032667
A0A024R6A5;P35813;B5BUD5;B2R8E4	PPM1A	cytosol	-13.895524	-10.602464	6.493441	8.496135	0.92373997
B3KP90;O75688;C9JIR6;A0A3B3IS24;A8K599;Q4J6C0;B8ZZF0	PPM1B	cytosol	-13.287259	-10.509532	6.4796352	7.97901	1.3499393
Q8WY54	PPM1E	cytosol	-13.633246	-10.626135	6.1524334	8.171731	1.2564874
P49593;Q6IPC0;A0M8Q2;A8MX49;Q0VGL7;B5MCT7;B3KX06	PPM1F	cytosol	-13.807609	-9.797371	6.964321	8.29726	1.5958812
Q6IAU5;O15355;B2R665;B4DDC8;B3KXL8;Q96IN7	PPM1G	cytosol	-13.51822	-7.9855585	8.535738	8.964773	3.2983785
A0A140VK39;Q9Y570	PPME1	cytosol	-13.605978	-9.86327	6.742154	8.834113	1.6920757
O60927;A2BEK1	PPP1R11	cytosol	-13.672774	-10.12161	6.767982	8.638521	1.121738
Q96C90	PPP1R14B	cytosol	-13.635228	-9.993844	6.761813	8.0237055	1.5988472
Q8TAE6	PPP1R14C	cytosol	-13.498405	-10.182469	6.489189	8.46781	1.4558858
P41236	PPP1R2	cytosol	-13.188555	-9.994493	6.644971	8.577389	1.8598763
A0A140VK83;Q15435;C9JD73;C9J177	PPP1R7	cytosol	-12.764244	-9.268297	6.899354	8.777676	2.251435
P67775;B3KUN1;Q6I9T8	PPP2CA	cytosol	-13.497597	-8.646937	8.108855	8.461715	2.5636203
B4DDF7;A8K7B7;P30153;B4DQY1;Q8NB89;B3KQV6	PPP2R1A	cytosol	-13.209871	-8.4676895	7.9983354	8.7408495	2.885405
P30154;A8K8B0;B7Z1G3	PPP2R1B	cytosol	-13.466192	-8.468471	8.23031	8.70972	2.6105163
A0A140VJT0;P63151;Q56VW8;A0A590UJY3	PPP2R2A	cytosol	-13.271659	-8.23069	8.270477	8.860941	3.3337624
Q66LE6;Q6PEG1	PPP2R2D	cytosol	-13.050611	-10.365041	6.2942786	8.605015	1.6148105
Q6P0N9;B2RAL3;Q06190	PPP2R3A	cytosol	-12.047406	-10.669852	7.5193954	9.108513	1.9127806
A0A0G2JNR6;A0A0G2JN52;Q9Y5P8;Q9UHL2;Q96FD8	PPP2R3B	cytosol	-12.766315	-10.539671	6.2886868	8.110404	2.1143124
G3V292;H0YK26	PPP2R5C	cytosol	-13.857026	-10.338889	6.4819584	9.006344	1.3197619
A0A024RD11;Q14738;E9PFR3;B4DSD7;Q59EF0;H0Y8C4	PPP2R5D	cytosol	-13.303879	-7.8500695	8.43336	8.794565	2.9869845
A0A0S2Z4B5;A0A0S2Z4C6;Q08209;E7ETC2	PPP3CA	cytosol	-13.275931	-7.627496	8.668533	8.387586	3.1461163
P16298;Q5F2F8;B7Z781	PPP3CB	cytosol	-13.252799	-10.399212	6.226259	8.882704	1.5760732
P63098;D3YTA9;F6U1T9	PPP3R1	cytosol	-13.693636	-10.059595	6.869028	8.37582	1.2679515
A0A024R625;P60510;H3BTA2;Q5U086;H3BV22	PPP4C	cytosol	-12.070977	-10.668511	7.600151	9.099387	1.9809375
A8K923;Q8TF05;B2RCG9;B4DEZ8	PPP4R1	cytosol	-12.985273	-9.569784	6.8204546	9.09983	2.078869
Q9NY27;C9IZ04	PPP4R2	cytosol	-12.089336	-10.662925	7.4878073	9.069634	1.9030423
Q6IN85;A0A024R6M2;G3V5Z3;H0YIY8	PPP4R3A	cytosol	-12.622134	-10.054387	6.58465	9.329795	1.9258604
Q5MIZ7;B4DKA9	PPP4R3B	cytosol	-12.899649	-10.12111	6.4748607	8.969247	1.7414628
A0A024R0Q7;P53041;B2R6R6;B4DDZ8;B4DLP6;H0YDU8;Q53FR0;A8MU39	PPP5C	cytosol	-12.960398	-8.644521	7.694646	9.231641	3.0513427
A0A024R861;O00743	PPP6C	cytosol	-13.111573	-8.223875	8.100404	8.711149	3.2243745
O75170	PPP6R2	cytosol	-12.93031	-9.990441	6.579733	9.075435	1.7729493
V9HW12;P32119;B4DF70;A6NIW5	PRDX2	cytosol	-13.598817	-8.370428	8.247966	8.460865	2.7328198
V9HWC7;P30041	PRDX6	cytosol	-13.643002	-8.294706	8.320665	8.483233	2.8015983
P48147;B2RAH7;A0A499FJL1	PREP	cytosol	-10.863948	-11.083819	8.338372	9.090871	3.8293366
Q13131	PRKAA1	cytosol	-13.293333	-7.694029	8.631652	8.438659	3.1104708
P54646;B2RA25;A0MZF5;A0A087WXX9	PRKAA2	cytosol	-13.243596	-8.899981	7.7626176	8.846305	2.6754508
B2R6A0;A0A024RBN1;Q9Y478	PRKAB1	cytosol	-13.677281	-8.607976	8.046004	8.49729	2.5900238
X5D2S2;O43741;X5D2Z8	PRKAB2	cytosol	-13.7156	-9.677735	7.1157217	8.242656	1.7571405
A0A024R125;P54619;F8VYY9;H0YIC9	PRKAG1	cytosol	-13.340734	-8.270102	8.207379	8.454823	2.8585103
Q9UGJ0;A0A090N8Q6;A0A384MDZ2;A0A494C1K7;B7Z6X8;E9PGP6;A0A494C068	PRKAG2	cytosol	-13.64177	-10.838884	6.4119205	8.678222	0.8275494
L7RSM7;P17252;Q2TSD3;A0A169TED2;Q59FI5;J3KRN5;Q7Z727	PRKCA	cytosol	-13.534819	-9.8861	6.940504	8.042115	1.6333083
Q05513;B3KUN5;E9PBE1;B7Z7K5	PRKCZ	cytosol	-11.971931	-9.106698	6.521116	8.077289	2.5037673
Q5U8W9	PRMT1	cytosol	-13.301373	-10.64411	6.2193527	8.293148	1.4473156
O14744;B2RDD7;B4DV00	PRMT5	cytosol	-13.482697	-8.751389	7.978132	8.512284	2.8301916
Q96LA8;A0A3B3ITK4	PRMT6	cytosol	-13.334015	-10.535102	6.558985	8.20389	1.42883
A0A024R726;Q9NVM4;A0A6Q8PFP4;H3BNC0;A0A024R6Z2	PRMT7	cytosol	-13.252492	-10.695844	6.113598	8.194481	1.3427856
Q6P2P2	PRMT9	cytosol	-13.019557	-10.949548	5.8679123	8.411557	1.3998849
Q86UA1	PRPF39	cytosol	-13.7825365	-10.6029215	6.3783975	8.0013075	1.1789097
B1ALA9;Q53FW2;P60891;A0A2R8Y7H4	PRPS1	cytosol	-13.599828	-8.228697	8.51181	8.866209	3.159704
A0A140VK41;P11908	PRPS2	cytosol	-13.541312	-9.327601	7.399995	8.170751	2.1598017
A0A024R8M4;Q14558;B4DP31	PRPSAP1	cytosol	-13.491674	-8.402072	8.163954	8.703748	2.72467
O60256;A0A024QYY3;B2R7R5;E7EPA1;C9K0K7	PRPSAP2	cytosol	-13.435334	-8.576989	8.042589	8.446459	2.6562865
Q5THK1	PRR14L	cytosol	-12.420423	-9.381037	6.6759114	9.407369	2.652463
Q9NRG1;B7Z8W4	PRTFDC1	cytosol	-13.614494	-10.858568	6.018653	8.593006	1.2086774
Q86TP1;A0A3B3ITN0	PRUNE1	cytosol	-13.158763	-9.990501	6.544635	9.148682	1.6928837
A0A024R222;B4DHQ3;Q9Y617;A0A024R280	PSAT1	cytosol	-13.610989	-7.702335	8.8753805	8.7997265	2.9927514
O00233;J3KN29;F5H5V4;F5GX23;F5H7X1	PSMD9	cytosol	-12.091776	-10.623181	7.4355426	9.069351	1.9220979
A0A024RDL3;P78330;Q53EY1;A0A024RDL9;C9JBI3	PSPH	cytosol	-13.805186	-10.223028	6.768029	8.630819	1.2242571
Q7Z6K3;X6R9N0	PTAR1	cytosol	-13.083508	-10.5343895	6.026495	8.194385	1.6374615
A0A024QYR6;A0A1V0DNR7;A0A6G6A825;F6KD02;F6KD01;F6KCZ4;A0A386NCS8;P60484;F6KCZ5;F6KCZ3	PTEN	cytosol	-13.530625	-10.663024	6.0103498	8.83425	1.3018879
Q96BW5	PTER	cytosol	-13.466123	-10.599544	6.1118994	8.566624	1.3421409
A0A024RB32;Q15185;A0A087WYT3;B3KUY2	PTGES3	cytosol	-13.002804	-9.018151	7.291451	9.181907	2.6842644
Q8N8N7;V9HW32;G3V3Y1	PTGR2	cytosol	-13.614281	-11.009175	6.0113063	8.463943	1.0789844
A0A158RFU3;P20962;O15256;A2VCM6	PTMS	cytosol	-13.248933	-10.903431	6.0402617	8.111244	1.4744644
Q15257;B4DZF8	PTPA	cytosol	-13.561964	-9.589742	7.2857413	8.360959	2.0398355
Q5T949	PTPA	cytosol	-13.563703	-10.708743	6.2561927	8.391001	1.0365956
A2A3K4;A0A087WTF0;A8K0X7	PTPDC1	cytosol	-13.299032	-10.526622	6.6088305	8.517118	1.320474
Q9H3S7;B4DJ12;B4DST5;B4DJ21	PTPN23	cytosol	-13.22622	-7.623945	8.724275	8.62426	2.9285192
Q03393	PTS	cytosol	-13.571273	-10.559965	6.236534	8.331752	1.4985319
Q08623	PUDP	cytosol	-13.789508	-10.425851	6.515111	8.188561	1.1611904
Q9BZE2	PUS3	cytosol	-13.669567	-10.592649	6.2466483	8.733548	1.2261794
B3KY42	PUS7	cytosol	-12.974232	-10.2717905	6.6983356	8.571411	1.6953584
Q9H0K6;F8VZA0	PUS7L	cytosol	-13.245963	-10.039284	6.519354	9.129037	1.5982493
A0A1B0GTU4;A0A140VJQ8;P49023;F5GZ78;B3KVL0;B4DRY6;Q6ZQU7	PXN	cytosol	-13.365969	-9.966081	6.643951	7.9520516	1.5167723
D3DWK4;A0A0A0MQS1;B4DGI7	PYCR3	cytosol	-13.79014	-10.832516	6.25957	8.809784	1.0612382
P11216;B4DSD8	PYGB	cytosol	-13.430698	-9.591956	6.9937735	8.464724	1.9388837
P06737;B2R825;E9PK47	PYGL	cytosol	-12.969259	-9.008207	7.2783694	9.012653	2.6151633
Q5T170;Q9BRQ0;Q5T171;Q8NBG9	PYGO2	cytosol	-12.523853	-10.167948	6.237727	8.60321	2.1821046
Q8WU10;A0A024RAT6	PYROXD1	cytosol	-13.841521	-10.601989	6.4788013	8.388584	0.96486413
Q53HL4;Q53GT4	Q53GT4[p]	cytosol	-13.723869	-10.497728	6.784913	8.486363	1.1971021
Q59EF6;B2RCM3;B4E1R7	Q59EF6[p]	cytosol	-13.2980795	-8.653607	7.8831415	8.724017	2.6246572
Q59HD5	Q59HD5[p]	cytosol	-13.797645	-10.469396	6.576585	8.647058	1.1458291
Q9BVX3	Q9BVX3[p]	cytosol	-13.820034	-10.707222	6.574962	8.752652	1.0439694
Q9HC39	Q9HC39[p]	cytosol	-13.441671	-10.215978	6.497308	8.149827	1.2281133
Q5T6V5;Q5T6V7	QNG1	cytosol	-13.346021	-10.419422	6.385043	8.311909	1.4200817
V9HWJ5;Q15274	QPRT	cytosol	-13.492346	-11.137204	5.893975	8.562927	1.2362899
A0A7P0N5L0;A0A0D9SF44;A0A0R4J2E2	R3HCC1	cytosol	-12.832185	-10.293445	6.2359505	8.776422	1.9994303
Q96D70;K7EIG9	R3HDM4	cytosol	-12.783875	-10.339502	6.2922797	8.234863	1.9590065
P51157	RAB28	cytosol	-13.842326	-10.378038	6.3749156	8.616644	1.2044476
E9PK89	RAB3IL1	cytosol	-12.587581	-10.275782	6.1268764	8.265704	2.1109188
Q96QF0;J3KPG1;H0YI02;H0YD03	RAB3IP	cytosol	-13.38179	-10.792547	6.4819627	8.158283	1.0345268
Q15276;Q05BX6	RABEP1	cytosol	-13.736006	-9.935711	6.8197584	8.643413	1.3358154
A0A024R8A0;Q7Z6M1;A0A0S2Z4Z5;A0A0S2Z4Z1	RABEPK	cytosol	-13.910177	-10.608978	6.0243225	8.176771	1.2401162
Q9UEL5;Q6AI42;F5H8L0;Q9Y6Y7;B7ZAP0;B4DQA5	RABGAP1L	cytosol	-13.239216	-10.51147	6.230978	8.016177	1.6379827
Q92696;H0YLH3	RABGGTA	cytosol	-13.52798	-10.690322	6.263528	8.07376	1.3770664
Q6IB63;P53611;Q59GT6;Q5T4U8	RABGGTB	cytosol	-12.286848	-10.638655	7.382492	9.036306	1.758309
P47224;Q53EV1	RABIF	cytosol	-13.621215	-10.085743	6.6499844	8.192124	1.2016716
A0AUY0;Q6IC14	RABL2B	cytosol	-12.092054	-10.73626	7.5514326	9.088717	1.9028524
O60671;A0A024R045	RAD1	cytosol	-14.009065	-10.555965	6.3013625	7.9829407	1.179701
A0A024R656;C9JYJ0;O15315;A0A0A0MS18	RAD51B	cytosol	-13.648873	-10.134125	6.5083647	8.155964	1.6253752
O75771;K7EN92	RAD51D	cytosol	-13.569791	-10.316397	6.733206	8.278258	1.1378502
Q99638;F5H4F1	RAD9A	cytosol	-13.6506195	-10.699752	6.168336	8.577206	1.3235788
A0A140VK94;P43487;F6WQW2;C9JXG8;D3DX26;C9JJ34;B7Z6U1;B4DE76;C9JGV6	RANBP1	cytosol	-13.395683	-8.566348	7.8562446	8.344167	2.5608194
A0A0D9SEU5;R4GMX8;Q6VN20;B3KP49	RANBP10	cytosol	-13.717678	-10.281417	6.556457	8.786606	1.3060447
