Majority protein IDs	Gene_name_canonical	graph_localization_annotation	umap_1	umap_2	3D_umap_1	3D_umap_2	3D_umap_3
A0A024RAX4;F8VWW7;Q8NCJ5;Q8N2P1	SPRYD3	14-3-3_scaffold	-15.152735	-7.9868307	9.710348	10.09448	2.3958747
O75044;Q5VZB5	SRGAP2	14-3-3_scaffold	-14.9351425	-7.9760327	9.562093	9.843502	2.6181266
O15056;E7ER60	SYNJ2	14-3-3_scaffold	-14.972165	-8.234772	9.415127	9.9784565	2.4324749
Q9C0D5	TANC1	14-3-3_scaffold	-15.086828	-7.997415	9.652934	9.990625	2.4711137
Q9HCD6;J3KRP9	TANC2	14-3-3_scaffold	-14.96251	-8.073552	9.477509	9.921932	2.4868577
B9A6J6;Q86TI0;Q7Z6H2;Q6PJJ8;H0Y8P0	TBC1D1	14-3-3_scaffold	-14.975834	-8.295679	9.451349	9.989917	2.388102
O60343;A0A024R637;A0A3B3IRT3	TBC1D4	14-3-3_scaffold	-15.219808	-8.055089	9.739981	10.038584	2.3500342
A0A024QZX0;Q9P0N9;A0A024R011;Q5SZL6;Q5SZL4;Q5SZL3;U3KPS8;Q5SZL5;B4DK47;Q5SZM1	TBC1D7	14-3-3_scaffold	-15.299575	-8.118032	9.74601	10.123105	2.3270748
A0A2R8Y5S3;A0A2R8YFV7;A0A2R8Y6S1	TSC1	14-3-3_scaffold	-15.3262	-8.057345	9.820529	10.147367	2.3445642
A0A2R8YDR3;A0A2R8Y7C8;X5D7Q2;X5D2U8;X5D9D6;A0A2R8Y5F1;A0A2R8YGU4	TSC2	14-3-3_scaffold	-15.371414	-8.030467	9.814893	10.152559	2.32166
A8K8N5;A0A024R5S4;P40818	USP8	14-3-3_scaffold	-15.347355	-8.003838	9.787339	10.128193	2.3682656
A0A3B3IT47;Q9Y2I8;E7EQ49;A0A087WTQ2	WDR37	14-3-3_scaffold	-15.189382	-8.044108	9.679554	10.050967	2.446097
A0A7P0TBE7;A0A7P0TAK3;A0A7P0T9D9;A0A7P0Z436	WDR62	14-3-3_scaffold	-15.392086	-8.029681	9.831656	10.158504	2.3056228
Q6AWC2	WWC2	14-3-3_scaffold	-15.276929	-8.13146	9.671656	10.122323	2.295562
V9HWD6;P31946;B5BU24	YWHAB	14-3-3_scaffold	-14.896864	-8.001231	9.537324	9.838858	2.6279764
Q9ULJ3	ZBTB21	14-3-3_scaffold	-15.301999	-8.044117	9.734835	10.103147	2.3649232
Q9NY61;A0A7P0TAR0;A0A7P0T868;A0A087WTH8;A0A7P0Z4P2;A0A7P0TBI0	AATF	nucleolus	-8.878153	-11.662009	7.249297	10.390067	6.516565
A0A024R029;Q9ULW3	ABT1	nucleolus	-9.183031	-12.275258	8.057562	10.293761	6.2731276
Q6P6C2	ALKBH5	nucleolus	-9.042811	-12.354037	8.041547	10.023714	6.4485135
A0A7P0Z4R7;A0A7P0Z491;Q8IZT6;A0A7P0T8U9	ASPM	nucleolus	-8.542622	-12.546971	7.7975965	10.92403	5.9762373
B2RAN0;P54132;A0A7P0TBM9;A0A3B3IT82;H0YNU5;B7ZKN7;B7Z2X2	BLM	nucleolus	-8.380657	-12.075833	7.30192	10.777984	5.952055
Q14692	BMS1	nucleolus	-8.802799	-12.023941	7.6138735	10.07115	6.6831226
Q14137;B2RDN4;B4DEN9;Q4G0D9;Q6DKJ9	BOP1	nucleolus	-8.749254	-11.927794	7.518768	10.106536	6.682273
Q8TDN6;A0JLQ5;B4E0B8;Q9NUW4	BRIX1	nucleolus	-8.839722	-11.665605	7.2602425	10.407443	6.4996066
Q32NC0;Q8TBS0;W4VSQ2	C18orf21	nucleolus	-9.096974	-11.662713	7.3206077	10.323235	5.7549963
Q9UNZ5	C19orf53	nucleolus	-9.150549	-12.2577095	8.042314	9.979572	6.4561744
Q8NDD1;Q5TBH9;Q5TBI2	C1orf131	nucleolus	-9.028595	-12.376347	8.017273	10.054063	6.5832067
Q9H6F5	CCDC86	nucleolus	-8.89187	-12.472217	7.992857	10.024666	6.6934314
A0A024R6K1;O75909;G3V5E1;G3V2Q3	CCNK	nucleolus	-9.052658	-12.475211	8.003751	10.487315	6.1697164
Q03701	CEBPZ	nucleolus	-8.860116	-11.6977215	7.235341	10.313067	6.5490704
Q9UFW8;C9JUJ0	CGGBP1	nucleolus	-8.930467	-12.363799	7.8417554	10.383912	6.276176
Q86X95;A0PJI7	CIR1	nucleolus	-9.076942	-12.732823	8.355553	10.09474	6.64239
Q8NFW8	CMAS	nucleolus	-8.882201	-12.322248	7.8707104	10.050453	6.6063404
Q9NV06;A0A087WT20	DCAF13	nucleolus	-9.02162	-12.441043	8.051263	10.013595	6.656616
Q13206;E9PIF2;Q59EC7;B4DKX3;Q86VR6;A0A3B3ISR7	DDX10	nucleolus	-8.984256	-12.193906	7.7470884	10.428946	6.2266335
Q9NVP1;Q4ZG72	DDX18	nucleolus	-8.877601	-12.109132	7.733515	10.062363	6.607313
Q9NR30	DDX21	nucleolus	-8.651951	-11.246509	7.101405	9.919342	6.5112066
Q9GZR7;G3V529;Q59FS7;F5GYL3;A0A1W2PRR2;A0A087WXU8;Q7Z4X3;B4DGI6	DDX24	nucleolus	-8.934497	-12.046159	7.711894	10.300335	6.2999725
B3GQE6;Q53G15	DDX27	nucleolus	-8.856699	-12.255597	7.8024936	10.069865	6.7395496
F8WAJ0;Q9H8H2	DDX31	nucleolus	-8.762642	-11.590057	7.0852213	10.572517	5.802353
Q9Y6V7;A8K7A1;Q9NVY6	DDX49	nucleolus	-9.23185	-12.327068	8.101409	10.0119	6.318605
Q9BQ39;B4DED6;Q53FI9	DDX50	nucleolus	-8.878341	-12.102941	7.648529	10.20756	6.416578
F1T0L5;Q8N8A6	DDX51	nucleolus	-8.949795	-11.486608	7.105588	10.375815	6.294695
Q9Y2R4;Q59H21	DDX52	nucleolus	-8.966262	-12.512329	8.021127	10.047269	6.624754
Q8TDD1	DDX54	nucleolus	-8.746921	-11.990199	7.5360513	10.211829	6.7358365
A0A024RBS0;Q8NHQ9;F5H5U2;A0A384N652;B4DVE4	DDX55	nucleolus	-9.209465	-12.683009	8.3181715	10.118917	6.485656
Q9NY93;Q53HB9;G3V0G3;H7C3E9	DDX56	nucleolus	-9.006431	-12.400145	7.9975863	10.044391	6.6212935
Q8WYQ5;Q53GY5	DGCR8	nucleolus	-8.724947	-12.558984	7.8909593	10.683947	6.139094
B4DIS6;I3L1L6;Q9NPV4	DHX33	nucleolus	-8.939734	-11.42024	7.1380343	10.38408	6.225227
Q8IY37	DHX37	nucleolus	-8.962312	-12.453546	7.964484	10.195479	6.5623674
Q14562;Q86YB2;A8K6J9;Q86X36;F5H658;B7Z8F4;B4DFD7	DHX8	nucleolus	-9.351788	-12.410367	8.232379	10.171122	6.1611724
Q9UNQ2;A0A7P0Z4I0;A0A7P0T9Y7;A8K9K8;A0A7P0T9J1	DIMT1	nucleolus	-9.236698	-12.393025	8.085969	10.075752	6.3382225
O60832;C9IYT0;U5UA77	DKC1	nucleolus	-8.985027	-11.9177885	7.6718874	10.09232	6.457899
B7Z854;J3KP30	DNTTIP2	nucleolus	-9.0507	-11.533653	7.288064	10.357678	6.257721
Q5QJE6	DNTTIP2	nucleolus	-8.78167	-11.854723	7.396713	10.275704	6.636679
Q6IB29;H7C2Q8;Q99848	EBNA1BP2	nucleolus	-8.747739	-12.003921	7.580081	10.067837	6.6946936
Q9H8V3	ECT2	nucleolus	-9.033686	-12.453041	7.958793	10.448965	6.191525
A0A024RAC6;Q14241	ELOA	nucleolus	-8.942718	-12.634234	8.1414995	10.056898	6.7283835
Q92979;A8K6D2;B4DQC7;V9GYP5;A0A087WWQ2;A0A087WVM7;B4DP65	EMG1	nucleolus	-9.198185	-12.231761	8.034553	9.979993	6.3730164
P19447;A8K359;A0A2R8Y6W8;G3V1S1;Q53HW5;B3KRG2;A0A2R8Y5L2	ERCC3	nucleolus	-8.892448	-12.229661	7.821923	10.072009	6.5230827
Q9H501;Q05C10;A0JLU5	ESF1	nucleolus	-8.907526	-11.882093	7.4296966	10.329942	6.5287137
P41162	ETV3	nucleolus	-9.301907	-12.471166	8.199146	10.026878	6.4490156
Q9Y3B2;B1AMU4;R4GNH9;R4GMQ7;B1AMU7	EXOSC1	nucleolus	-9.047825	-11.886732	7.6591167	10.213137	6.0878043
Q01780;B4DKG8;B4DFE4	EXOSC10	nucleolus	-8.953452	-12.043202	7.6647935	10.218864	6.37632
Q96B26;Q5JXM0	EXOSC8	nucleolus	-8.883139	-11.401315	7.17858	10.235661	5.970821
Q15910;S4S3R8;Q75MP9;F2YMM1	EZH2	nucleolus	-8.97703	-11.73975	7.398239	10.059183	6.4646015
Q9NVF7	FBXO28	nucleolus	-8.72445	-11.910488	7.4956636	10.018391	6.6901984
Q8IY81	FTSJ3	nucleolus	-8.876733	-12.426211	7.9617276	10.057225	6.7124195
Q17RS7;Q8N1H6	GEN1	nucleolus	-9.277959	-12.76812	8.377522	10.389646	6.1894464
Q13823;Q5T0F3	GNL2	nucleolus	-9.001924	-12.410857	7.9761443	10.400975	6.2935953
A0A024R2Z6;Q9BVP2	GNL3	nucleolus	-8.934707	-12.233182	7.764173	10.387027	6.1976595
Q5T3I0;A8KAG1;A0A0A0MRK1;E9PAV9;F8W895	GPATCH4	nucleolus	-8.904854	-12.61593	8.145249	10.032514	6.714595
B2R7G4;A0A384MTQ8;P32780;B4DSG6	GTF2H1	nucleolus	-8.847415	-12.00705	7.5845103	10.231459	6.4354596
Q8N4P8;D2CFK9;Q9BZE4;Q53GS0;B4DHR2;O60747	GTPBP4	nucleolus	-8.637545	-11.616469	7.3174853	9.955331	6.6370463
Q9NYZ3;B4DZT6;A0A024R4V8	GTSE1	nucleolus	-8.772269	-12.269888	7.7352977	10.468318	6.191767
Q92522	H1-10	nucleolus	-8.971602	-12.469777	8.035682	10.0010395	6.663834
Q8TF76;A8K9K0	HASPIN	nucleolus	-8.871656	-12.057576	7.7153645	10.082165	6.552816
B2RWN5;B4E263	HEATR1	nucleolus	-8.907158	-11.4823	7.215025	10.103891	6.419585
Q9H583	HEATR1	nucleolus	-8.724652	-11.169765	6.7905436	10.003858	6.145813
Q9NV31	IMP3	nucleolus	-8.913373	-11.355479	7.0678296	10.312926	6.2779613
H0Y714;Q96G21;E7ENR5;B8ZZ47;B9A008	IMP4	nucleolus	-8.874248	-11.974052	7.6446767	10.082014	6.60606
Q9H9L3	ISG20L2	nucleolus	-9.198309	-12.473509	8.246952	10.239734	6.303769
Q6B0I6	KDM4D	nucleolus	-9.124969	-12.6	8.260863	10.038655	6.512331
A0A1U9X7Y0;A0A024RCS7;Q9BW19;A0A1U9X7X5;B4E063;B4DMA8	KIFC1	nucleolus	-8.809654	-12.13427	7.714148	10.119943	6.4409037
Q1ED39;H3BPL4	KNOP1	nucleolus	-8.998983	-12.755593	8.369521	10.15566	6.6031756
B4DUT2	KRI1	nucleolus	-9.16676	-10.903023	6.7451625	9.862879	5.578397
A0A494C108;Q8N9T8;A0A024R7C4;B4DUY9	KRI1	nucleolus	-8.881583	-11.687799	7.2660093	10.465844	6.3666525
Q13601	KRR1	nucleolus	-8.829812	-11.513674	7.072608	10.320027	6.2106314
L0R588;E9PRG8;E9PLD3;A0A494BXY3	LBHD1	nucleolus	-8.490736	-11.654155	7.04755	10.649418	5.593302
A0A024RB76;Q9BRT6	LLPH	nucleolus	-9.040569	-11.346089	6.979885	10.504151	5.743955
Q9NX58	LYAR	nucleolus	-8.920104	-12.559785	8.037466	10.055366	6.719929
Q9BXY0	MAK16	nucleolus	-9.034531	-11.212257	6.9852576	10.238769	5.956371
Q9NYL2	MAP3K20	nucleolus	-8.459602	-12.550122	7.719086	10.974297	5.856066
Q7L2J0;A8K5Q1	MEPCE	nucleolus	-9.184868	-12.729373	8.34033	10.512135	6.2581654
O00566;B3KPV5	MPHOSPH10	nucleolus	-8.825562	-12.152946	7.7249436	10.102252	6.6489387
Q9NV56	MRGBP	nucleolus	-8.99955	-12.413028	8.001912	10.082365	6.5182424
Q9Y483	MTF2	nucleolus	-8.987264	-12.2847395	7.9408584	9.946623	6.5071993
Q9BQG0;I3L1L3	MYBBP1A	nucleolus	-8.6355715	-11.735126	7.3370876	9.926162	6.7072034
Q8NEJ9;H0YJ17	NGDN	nucleolus	-8.746235	-11.812856	7.385188	10.301191	6.6366334
Q9Y221;B3KM49;J3QLW7	NIP7	nucleolus	-8.79429	-11.539801	7.1324053	10.419109	6.375578
A3F769;O15226;Q6NUN2;A3F768;A2I829	NKRF	nucleolus	-8.89055	-11.95427	7.5635056	10.207658	6.330062
Q9Y3T9	NOC2L	nucleolus	-8.721188	-11.9660845	7.4869604	10.195086	6.675959
Q8WTT2;A8K905	NOC3L	nucleolus	-8.824041	-11.7438965	7.364482	10.3560095	6.5866385
Q9BVI4	NOC4L	nucleolus	-9.049024	-11.963773	7.646198	10.194261	6.3994927
Q9BSC4;B4DS83	NOL10	nucleolus	-8.870429	-11.675259	7.241377	10.386732	6.4987884
V9GYY5;A0A024R1M6;Q9UGY1;B4DGP7	NOL12	nucleolus	-9.038245	-12.76473	8.267298	10.245452	6.618704
Q9H6R4;A0A0A0MRW6;B4DF80;B3KPN5	NOL6	nucleolus	-8.864363	-11.604288	7.225047	10.267603	6.5231953
Q9UMY1;A0A024QZW2;H7C2B1	NOL7	nucleolus	-8.799972	-12.455058	7.9662395	10.022342	6.7348185
A0A024R250;Q76FK4;F5H101;Q6AI50;F8WE42;B4DM91	NOL8	nucleolus	-8.913262	-11.546409	7.1309247	10.448812	6.3370605
S4R341	NOLC1	nucleolus	-13.642261	-8.188203	8.681263	8.82866	3.0617316
A0A0A0MRM9;Q14978;B2RAU8;Q96J17	NOLC1	nucleolus	-9.029539	-12.086182	7.679009	10.001342	6.643987
Q5C9Z4	NOM1	nucleolus	-9.074951	-12.40163	7.992619	10.45814	6.185658
Q9NPE3	NOP10	nucleolus	-8.859585	-11.680352	7.2593713	10.339525	6.534819
A8KA74;P78316;E9PFK5;Q96GC8	NOP14	nucleolus	-9.084009	-12.354642	7.959389	10.059364	6.5596056
Q9Y3C1	NOP16	nucleolus	-8.741673	-11.645699	7.242873	10.469346	6.2158246
P46087	NOP2	nucleolus	-8.69269	-11.920304	7.478513	9.993303	6.681875
Q53YP0;B4E1N4;Q9NZM5;B4DND9;Q7L4X7;B4E013;B4DVK1	NOP53	nucleolus	-8.544462	-11.5678	7.0680676	10.567199	6.0037236
O00567;A8K9K6;A0A494C128;A0PJ92	NOP56	nucleolus	-8.743036	-11.075084	6.916101	9.720045	6.545306
Q9Y2X3;B3KN82	NOP58	nucleolus	-8.901986	-12.035146	7.7001715	10.03775	6.575289
Q86U38;Q5HYL4;A0A3B3ISH6	NOP9	nucleolus	-8.686264	-11.566072	7.072365	10.515343	5.9772263
Q5J7U2;O95478;A0A0A0MQZ6	NSA2	nucleolus	-8.834603	-11.664581	7.3340507	10.407437	6.486433
B4DLM8;O15381;B4DQJ4	NVL	nucleolus	-8.808556	-12.065695	7.54163	10.393766	6.374899
A0A0S2Z5C3;Q9NWT1	PAK1IP1	nucleolus	-8.995648	-11.826355	7.4123483	10.434885	6.4043403
A0A494C0W0;O95453;A0A494C0K5;A0A494C1K5;A0A494C0Q2;A0A494C1N1;A0A494C0Q6;A0A494BZW7;A0A494C0P9;A0A494C156;A0A494BZU6	PARN	nucleolus	-9.370103	-10.055058	5.823565	9.1857195	5.138772
A0A024R1F8;A0A024R1M5;Q9HBE1;Q59HH1;Q9HD72	PATZ1	nucleolus	-9.40058	-12.2074995	8.025969	10.006929	6.1856265
Q14690;A0A3B3IUD7	PDCD11	nucleolus	-8.794426	-11.817897	7.4111676	10.239341	6.6710486
Q8WUB8;S5FZ81;S5FMB0;S5FQ49	PHF10	nucleolus	-8.544469	-12.153554	7.51375	10.547188	6.0876775
Q92576;E7EVH3	PHF3	nucleolus	-8.918116	-12.371319	7.8770237	10.126407	6.5627995
O75925;A4ZVS8;A4ZVS7;Q1XBU8	PIAS1	nucleolus	-9.353215	-12.517976	8.290891	10.107769	6.2514224
Q96BK5	PINX1	nucleolus	-9.184242	-12.664876	8.279068	10.048892	6.5274253
Q99697;D6RFI4;D6RBG8	PITX2	nucleolus	-9.451839	-12.182073	8.114928	9.785401	6.1548376
Q86V59	PNMA8A	nucleolus	-9.246348	-12.700977	8.35311	10.442859	6.213411
Q9NRX1;B2R823;F8WBJ6	PNO1	nucleolus	-9.228529	-12.567038	8.219655	10.190607	6.4181304
O95602;B9ZVN9	POLR1A	nucleolus	-8.844668	-11.611356	7.167528	10.287295	6.2604623
Q9H9Y6;B7Z1W6;Q9BSR4;Q6DKI9	POLR1B	nucleolus	-8.841834	-11.457207	7.162756	10.287828	6.2630625
Q9GZS1	POLR1E	nucleolus	-9.093819	-12.389213	8.026093	10.229072	6.3859787
A0A1U9X8Y8;Q2L6J2;Q9P1U0	POLR1H	nucleolus	-9.066294	-11.367689	7.089484	10.33517	6.2668657
Q99575;Q96F88	POP1	nucleolus	-8.743862	-12.420438	7.7994866	10.654806	6.1753726
O43395;B4DLS8;B2R791;Q53GV6;B4DM28	PRPF3	nucleolus	-8.703322	-11.952849	7.5739427	10.13742	6.421918
A0A024QZY5;Q13523;H0YDJ3	PRPF4B	nucleolus	-9.148402	-12.249584	7.8809776	10.340593	6.0589113
Q15397;B2RDG4	PUM3	nucleolus	-8.894615	-11.303709	7.092264	10.005027	6.4616437
Q7Z6E9;A0A2R8Y880	RBBP6	nucleolus	-9.10914	-12.801976	8.309957	10.492271	6.349511
Q8NDT2	RBM15B	nucleolus	-9.076928	-11.339839	7.0744605	10.5186	5.6622663
Q9Y4C8	RBM19	nucleolus	-8.890858	-11.70501	7.235324	10.408892	6.5242534
P49756	RBM25	nucleolus	-9.072581	-12.102334	7.769994	10.051473	6.324812
A0A024R753;Q9NW13	RBM28	nucleolus	-8.721328	-11.975886	7.53505	10.188313	6.737292
P42696;A0A384NL74;A2A2V2	RBM34	nucleolus	-8.885778	-11.80903	7.3965807	10.455125	6.4002547
Q9Y2P8;Q5VZU3	RCL1	nucleolus	-8.92299	-11.369015	7.062722	10.329289	6.158525
Q9GZR2;B4DJ95;B4E331	REXO4	nucleolus	-8.906035	-11.642459	7.2156835	10.399141	6.459269
Q9H9Y2	RPF1	nucleolus	-8.880733	-11.554447	7.1461916	10.41099	6.3335347
Q9H7B2;Q5VXN0;A8K800	RPF2	nucleolus	-8.758782	-11.858087	7.444102	10.268757	6.6864324
A0A024RD36;Q6DKI1;R4GMU7;B7Z4G0	RPL7L1	nucleolus	-8.815961	-11.935423	7.4634657	10.138567	6.4891453
Q86WX3;A0A024R1T1	RPS19BP1	nucleolus	-9.170908	-12.394704	8.063819	9.997536	6.429775
B3KMR5;Q5JTH9;B3KY97	RRP12	nucleolus	-8.683431	-11.890754	7.435715	10.22855	6.7105174
Q9Y3B9;A8K201	RRP15	nucleolus	-8.911221	-12.164465	7.7892966	10.102778	6.5235577
Q14684	RRP1B	nucleolus	-8.849889	-12.312323	7.833813	10.084053	6.7320747
Q9Y3A4	RRP7A	nucleolus	-9.204751	-12.403198	8.027387	10.146907	6.360444
O43159;E9PPY3	RRP8	nucleolus	-9.069956	-11.97887	7.5860305	10.259606	6.3205867
O43818	RRP9	nucleolus	-8.73952	-11.820053	7.4098306	10.299841	6.6384697
Q15050	RRS1	nucleolus	-8.646961	-11.621202	7.241473	9.937364	6.6601014
Q6PCB5	RSBN1L	nucleolus	-9.047754	-12.726175	8.1948595	10.337786	6.548518
O76021;Q32Q62;J3QSV6;A0PJ61;A0PJ87;I3L3U9	RSL1D1	nucleolus	-8.708299	-11.349292	7.184187	9.964339	6.463069
A0A024QZH6;Q9H7N4	SCAF1	nucleolus	-9.031347	-12.447752	7.9818206	10.614852	6.1205597
Q9P0U3	SENP1	nucleolus	-8.968907	-12.540387	8.096227	10.113686	6.592158
B7Z287;Q9NP50	SINHCAF	nucleolus	-9.208069	-12.182143	7.892761	10.062184	6.394799
F8W8D3;Q53XR2;Q14493;B3KST9;E7EUV9;H7C4H8;H0YAE8;B4DUW7	SLBP	nucleolus	-8.55421	-12.573743	7.7894764	10.901372	5.9596972
O95391;B2RBA0	SLU7	nucleolus	-8.971465	-12.507762	7.9291124	10.408331	6.2943254
Q8ND04	SMG8	nucleolus	-9.306881	-12.793696	8.40313	10.361858	6.162481
Q6FHM6;P55769	SNU13	nucleolus	-8.922894	-11.507545	7.204966	10.111016	6.429644
Q8NEF9	SRFBP1	nucleolus	-8.932862	-11.728185	7.2500367	10.415616	6.493558
A0A024R704;P78362	SRPK2	nucleolus	-8.227061	-12.455961	7.503846	11.101796	5.77313
O75683;B3KNS8	SURF6	nucleolus	-8.850022	-11.777433	7.378149	10.551296	6.200019
Q12962;A0A087WWP5	TAF10	nucleolus	-9.140899	-12.053033	7.7594924	10.287632	6.0935574
H0YEX2	TAF2	nucleolus	-9.354976	-12.373858	8.146414	9.92593	6.2851844
Q7Z7C8;B4DZU5	TAF8	nucleolus	-9.154862	-12.80616	8.34741	10.471989	6.3576345
Q12788;J3KNP2;A0JLS5	TBL3	nucleolus	-8.722312	-11.6397505	7.244096	10.1198	6.573285
E7ETY2;A0A3B3IS06;H0Y8Y7;B4DRA2	TCOF1	nucleolus	-8.907429	-12.402194	8.006212	10.099696	6.671548
Q13428	TCOF1	nucleolus	-9.062417	-12.586982	8.158405	10.086553	6.5946198
Q9UPQ9	TNRC6B	nucleolus	-9.276036	-12.344203	7.9804835	10.574387	5.8730917
Q96GM8	TOE1	nucleolus	-8.789121	-12.188862	7.7032943	10.330987	6.2600293
Q7Z2T5;B2R713;B4DXX1	TRMT1L	nucleolus	-8.875542	-12.355431	7.819023	10.530252	6.233026
B4DZG2;A0A024R8C1;Q15361	TTF1	nucleolus	-9.390284	-9.811195	5.7232394	9.092932	5.118374
O60287	URB1	nucleolus	-8.798321	-11.654507	7.2526884	10.349114	6.551558
A8K4P8;Q14146;Q6PCC8	URB2	nucleolus	-8.874665	-11.539765	7.1626043	10.346499	6.4455557
Q9Y5T5;B4DUS4	USP16	nucleolus	-9.021487	-12.710863	8.269904	10.581247	6.252236
Q9P275;A0A024R8V6;A0A075B784;B3KMW2	USP36	nucleolus	-9.345467	-10.00783	5.8491526	9.2258415	5.2177854
Q9Y3A2	UTP11	nucleolus	-9.103347	-12.408855	8.155653	10.146796	6.454186
Q9BVJ6;B4E343	UTP14A	nucleolus	-8.989068	-12.313497	7.9444714	10.152336	6.55685
Q8TED0;H0Y8P4	UTP15	nucleolus	-8.929702	-11.691653	7.315388	10.390351	6.4614673
Q9Y5J1;B2RAX6	UTP18	nucleolus	-8.989989	-12.199902	7.8344045	9.967886	6.6131797
O75691	UTP20	nucleolus	-8.876349	-11.676757	7.3293853	10.358351	6.580183
Q9BRU9	UTP23	nucleolus	-8.880883	-12.271017	7.84398	10.123087	6.5557876
A8K0P8;Q68CQ4	UTP25	nucleolus	-9.358578	-9.983318	5.7974505	9.176148	5.1643324
Q9NQZ2	UTP3	nucleolus	-8.975971	-12.154468	7.8202553	10.10139	6.5045533
Q969X6;H3BSH7;A0A0J9YWM9;A0A0J9YWK2	UTP4	nucleolus	-8.79369	-11.687703	7.211951	10.230061	6.529541
Q9NYH9;B3KQ21;B3KX32	UTP6	nucleolus	-8.912706	-11.58948	7.2023563	10.298597	6.478793
Q9GZL7;Q53T99;B4DRY7	WDR12	nucleolus	-8.931633	-12.247505	7.78122	10.137812	6.6091723
Q5TDG3;Q9UNX4;B3KMW5	WDR3	nucleolus	-8.7897	-11.706036	7.2441416	10.258315	6.520266
A0A0A0MTB8;Q8NI36	WDR36	nucleolus	-8.762566	-11.913707	7.543154	10.120705	6.6692357
Q15061	WDR43	nucleolus	-8.779549	-12.006723	7.619283	10.060539	6.684792
B0UZZ8;O15213;A0A1U9X8U7;B4DP15;A0A1U9X8W1;B4DNI0;A8K9A1;A8K806;A0A1U9X8U3;A0A0G2JJL1	WDR46	nucleolus	-8.904148	-11.668467	7.298547	10.180382	6.52631
Q6RFH5;E9PS41	WDR74	nucleolus	-8.919374	-11.682531	7.372501	10.311419	6.459717
Q8N3Z6;B4E024;Q05DN1	ZCCHC7	nucleolus	-9.470464	-9.88921	5.802441	9.105609	5.0164948
A0A024RAL5;Q8N567	ZCCHC9	nucleolus	-9.018703	-11.536487	7.1373873	10.339572	6.3827567
A0A024R9R5;H3BSS6;Q9H2Y7;A0A0C4DGM5	ZNF106	nucleolus	-9.092633	-11.176038	6.990595	10.302146	6.0652146
Q16186;B4DMP7;Q68E00;A0A087WX59	ADRM1	proteasome	-17.167013	-11.911723	8.451528	12.340626	-0.14274156
Q8NB90;A0A6Q8PGU6	AFG2A	proteasome	-16.99025	-11.79487	8.354867	12.228242	-0.060024727
Q53H80	AKIRIN2	proteasome	-16.890213	-11.729356	8.313377	12.170267	-0.025022423
A0A0S2Z3K4;J3QTA2;Q99933	BAG1	proteasome	-16.882423	-11.723031	8.297321	12.147242	0.024639456
Q5TDH0	DDI2	proteasome	-16.808222	-11.671091	7.358857	9.642247	2.4210894
Q5VYK3;J3KN16;B3KXF2	ECPAS	proteasome	-17.056404	-11.833422	8.429394	12.309104	-0.1260616
Q96IV0;A0A6Q8PF23;A0A0C4DFP4;A0A6Q8PHJ3	NGLY1	proteasome	-16.813702	-11.682793	8.247973	12.087475	0.04411495
A0A090N8Q5;H3BM14;H3BM74;Q9Y5A7;F8WDB6	NUB1	proteasome	-16.894468	-11.733348	8.245217	12.095201	0.042247612
Q9GZP4;B4DKP7	PITHD1	proteasome	-16.857721	-11.718932	8.263788	12.108725	0.018472483
Q9Y244	POMP	proteasome	-16.896698	-11.728492	8.280403	12.140719	0.004391288
P25786;V9HW55;F5GX11	PSMA1	proteasome	-17.163374	-11.911752	8.475617	12.370127	-0.16850981
Q53GF5;A0A024RA52;P25787;A0A7I2V2H3;A0A7I2YQP7;C9JCK5	PSMA2	proteasome	-17.163534	-11.913979	8.451477	12.34513	-0.15029545
A0A140VK43;P25788;Q6IB71	PSMA3	proteasome	-17.189157	-11.937751	8.437962	12.3308325	-0.135383
P25789;H0YL69;B2RDG0;H0YMZ1;H0YMA1;H0YMI6;H0YLC2	PSMA4	proteasome	-17.164127	-11.913519	8.431144	12.324729	-0.12943293
P28066;A0A109NGN6;Q5U0A0	PSMA5	proteasome	-17.135395	-11.896108	8.405276	12.292453	-0.09956202
A0A140VK44;P60900;G3V5Z7;G3V295;G3V3I1	PSMA6	proteasome	-17.20583	-11.948856	8.468151	12.365515	-0.16368018
A0A0K0K1K4;O14818;Q05DH1	PSMA7	proteasome	-17.09488	-11.855527	8.42771	12.3185425	-0.12745419
Q53FT8;A0A140VK45;P20618	PSMB1	proteasome	-17.21669	-11.95841	8.476265	12.371426	-0.16989216
A0A140VJS6;P49721;B7Z478;Q59FJ0	PSMB2	proteasome	-17.172369	-11.921093	8.441524	12.333328	-0.13682897
A0A384NL22;P49720;A0A087WXQ8;A0A087WY10	PSMB3	proteasome	-17.222193	-11.965837	8.459591	12.3536005	-0.15439683
P28070;A0A140VK46;B4DFL3	PSMB4	proteasome	-17.24008	-11.979414	8.476128	12.372187	-0.17129126
P28074	PSMB5	proteasome	-17.207834	-11.948908	8.456766	12.3507805	-0.1516186
Q6IAT9;P28072;A0A087X2I4	PSMB6	proteasome	-17.213707	-11.954415	8.439637	12.333459	-0.13481894
Q86U62;Q6IBT1;E9KL30;Q99436;B2RAQ9	PSMB7	proteasome	-17.156158	-11.905728	8.440968	12.33109	-0.13431668
Q53XL8;Q53HB3;P62191	PSMC1	proteasome	-17.186937	-11.931801	8.443453	12.336823	-0.1407493
C9JX88;A0A140VK70;P35998	PSMC2	proteasome	-17.147114	-11.900055	8.468236	12.355837	-0.15654866
